reading_id,timestamp,year,month,hour,day_of_week,is_weekend,is_rush_hour,season,station_id,station_type,elevation_m,near_highway,near_industry,temp_c,humidity_pct,wind_speed_ms,wind_dir_deg,pressure_hpa,precipitation_mm,visibility_km,temp_inversion,pm25,pm10,no2,o3,so2,co,benzene,aqi,label_respiratory_risk,label_cardiovascular_risk,label_vulnerable_alert,label_outdoor_warning,label_industrial_event
RDG0007253,2023-02-23 00:00:00,2023,2,0,3,0,0,Winter,STN_URBAN_02,Urban,81.7,0,0,6.9,80.5,1.1,215.4,1019.6,0.0,9.2,0,39.3,49.5,52.8,8.6,14.9,4.11,1.89,110,1,0,1,1,0
RDG0003506,2022-01-14 07:00:00,2022,1,7,4,0,1,Winter,STN_SUBURB_01,Suburban,12.6,0,0,5.1,57.0,2.1,113.8,1001.5,0.0,4.1,0,52.4,82.4,67.4,11.9,12.7,7.79,,143,1,0,1,1,0
RDG0001679,2021-06-29 21:00:00,2021,6,21,1,0,0,fall,STN_URBAN_02,Urban,40.6,0,0,21.8,48.5,0.4,256.7,1025.0,0.0,5.9,0,93.9,130.1,52.4,28.0,23.9,1.4,3.26,171,1,1,1,1,0
RDG0004249,2022-04-03 06:00:00,2022,4,6,6,1,0,Spring,STN_INDUSTRIAL_01,Industrial,46.6,1,1,20.0,32.8,5.9,127.9,1020.0,0.5,9.8,0,44.1,97.0,46.7,51.9,18.2,7.97,8.71,122,1,0,1,1,1
RDG0003147,2021-12-06 05:00:00,2021,12,5,0,0,0,Winter,STN_SUBURB_02,Suburban,56.8,0,0,-2.7,89.3,1.5,,1005.3,2.0,2.3,0,24.0,44.8,32.8,26.6,10.4,8.54,,76,0,0,1,0,1
RDG0008130,2023-06-03 17:00:00,2023,6,17,5,1,1,Summer,STN_SUBURB_01,Suburban,36.1,0,0,28.3,51.2,5.7,108.4,1015.9,0.0,6.6,0,9.3,23.8,24.9,114.1,7.9,4.07,6.86,39,0,0,1,0,1
RDG0007004,2023-01-26 12:00:00,2023,1,12,3,0,0,Winter,STN_INDUSTRIAL_01,Industrial,40.1,1,1,-3.0,65.5,1.0,354.1,1018.2,5.0,7.3,0,46.7,94.8,75.4,54.7,56.8,3.97,12.02,129,1,0,1,1,1
RDG0000580,2021-03-04 11:00:00,2021,3,11,3,0,0,Spring,STN_SUBURB_01,Suburban,71.2,0,0,15.6,55.6,3.2,59.3,1004.3,0.5,,0,17.3,21.1,16.8,39.5,5.0,2.67,4.99,62,0,0,1,0,0
RDG0004070,2022-03-16 22:00:00,2022,3,22,2,0,0,Spring,STN_SUBURB_01,Suburban,101.1,0,0,13.8,57.2,1.3,210.3,1014.3,2.0,8.7,0,24.3,39.2,44.4,7.5,12.9,1.4,1.2,77,0,1,1,0,0
RDG0003343,2021-12-27 16:00:00,2021,12,16,0,0,1,Winter,STN_SUBURB_02,Suburban,71.9,0,0,6.3,72.3,0.8,335.6,1007.8,0.0,11.7,0,14.3,31.7,41.7,44.4,4.9,1.14,2.5,56,0,0,1,0,0
RDG0007404,2023-03-12 01:00:00,2023,3,1,6,1,0,Spring,STN_RURAL_01,Rural,399.5,0,0,11.0,62.8,1.7,13.4,1012.7,0.5,10.4,0,4.0,14.0,18.0,73.8,9.6,1.65,1.34,17,0,0,0,0,0
RDG0003672,2022-02-01 00:00:00,2022,2,0,1,0,0,Winter,STN_URBAN_01,Urban,28.8,1,0,-1.2,63.0,1.8,241.2,1016.8,0.5,4.4,0,46.7,66.2,61.4,95.9,9.7,2.63,0.44,129,1,0,1,1,0
RDG0000559,2021-03-02 14:00:00,2021,3,14,1,0,0,Spring,STN_INDUSTRIAL_01,Industrial,26.8,1,1,8.6,81.8,1.7,304.3,1014.8,0.0,,0,27.3,44.0,65.2,60.7,40.5,2.79,13.58,83,0,0,1,0,1
RDG0005237,2022-07-17 16:00:00,2022,7,16,6,1,1,Summer,STN_SUBURB_02,Suburban,59.3,0,0,26.7,83.2,0.8,177.1,1005.2,0.0,4.9,0,51.5,76.9,28.0,28.6,16.8,7.06,0.49,140,1,1,1,1,0
RDG0007805,2023-04-27 06:00:00,2023,4,6,3,0,0,Spring,STN_SUBURB_01,Suburban,22.6,0,0,12.7,45.2,3.0,167.1,1009.3,0.0,11.0,0,14.8,21.8,49.1,21.3,9.8,0.72,0.56,57,0,0,1,0,0
RDG0000512,2021-02-26 08:00:00,2021,2,8,4,0,1,Winter,STN_URBAN_02,Urban,48.3,0,0,-2.0,100.0,0.3,214.1,1032.7,0.0,16.2,1,51.3,78.7,84.9,20.6,23.7,5.23,3.99,140,1,0,1,1,0
RDG0001081,2021-04-25 21:00:00,2021,4,21,6,1,0,Spring,STN_URBAN_02,Urban,13.8,0,0,16.8,79.8,5.8,62.9,1002.2,0.0,9.8,0,48.2,71.0,26.7,42.4,13.7,6.54,1.68,132,1,0,1,1,0
RDG0001664,2021-06-28 12:00:00,2021,6,12,0,0,0,Summer,STN_RURAL_01,Rural,223.6,0,0,24.7,80.8,5.3,202.2,1022.7,0.0,3.4,0,4.8,19.3,15.4,94.0,3.6,2.16,1.66,20,0,0,0,0,0
RDG0009204,2023-10-03 16:00:00,2023,10,16,1,0,1,Fall,STN_SUBURB_01,Suburban,93.2,0,0,14.3,43.2,1.9,133.3,1011.9,0.0,9.8,0,28.2,41.7,16.0,32.2,16.9,3.54,4.2,85,0,0,1,0,0
RDG0001931,2021-07-26 23:00:00,2021,7,23,0,0,0,Summer,STN_SUBURB_02,Suburban,58.7,0,0,23.8,42.3,7.3,,1024.9,2.0,6.5,0,14.6,19.7,32.0,22.4,10.2,1.93,5.9,56,0,0,1,0,1
RDG0009693,2023-11-25 10:00:00,2023,11,10,5,1,0,Fall,STN_SUBURB_01,Suburban,26.1,0,0,20.3,100.0,0.1,178.1,1030.3,10.0,8.1,1,25.2,62.3,52.3,19.7,31.5,3.1,5.06,79,0,0,1,0,1
RDG0001150,2021-05-04 01:00:00,2021,5,1,1,0,0,Spring,STN_URBAN_01,Urban,74.1,1,0,17.2,69.1,0.4,235.2,1015.2,0.0,8.9,0,27.0,44.5,48.4,27.2,6.4,4.45,1.54,82,1,0,1,0,0
RDG0002838,2021-11-01 06:00:00,2021,11,6,0,0,0,Fall,STN_URBAN_01,Urban,96.7,1,0,17.2,75.8,4.9,199.1,1006.8,0.0,8.3,0,5.1,2.5,71.8,17.9,18.0,2.07,9.2,21,0,0,0,1,1
RDG0005949,2022-10-02 19:00:00,2022,10,19,6,1,1,Fall,STN_RURAL_01,Rural,382.4,0,0,18.2,51.6,0.0,80.6,1016.4,0.0,6.6,0,23.3,42.7,39.7,88.6,18.8,3.47,1.24,75,0,0,1,0,0
RDG0008308,2023-06-22 01:00:00,2023,6,1,3,0,0,Summer,STN_SUBURB_01,Suburban,25.9,0,0,29.3,71.9,6.5,346.5,1010.6,0.5,4.0,0,1.0,2.0,10.0,60.8,1.2,2.97,0.88,4,1,0,0,0,0
RDG0008932,2023-09-02 06:00:00,2023,9,6,5,1,0,Fall,STN_SUBURB_01,Suburban,5.1,0,0,23.7,20.6,1.8,340.7,1008.0,0.0,14.4,0,6.8,11.9,12.5,18.4,14.2,0.89,3.38,28,0,0,0,0,0
RDG0009815,2023-12-08 23:00:00,2023,12,23,4,0,0,Winter,STN_URBAN_02,Urban,77.3,0,0,0.3,80.8,1.4,32.4,1014.8,0.0,6.4,0,3.6,11.2,25.6,35.1,4.0,1.11,4.6,15,0,0,0,0,0
RDG0005177,2022-07-11 16:00:00,2022,7,16,0,0,1,Summer,STN_URBAN_02,Urban,112.6,0,0,30.8,36.5,13.0,41.6,998.9,0.0,7.5,0,11.5,20.8,32.0,109.3,23.5,2.18,2.21,48,0,0,0,0,0
RDG0000830,2021-03-29 16:00:00,2021,3,16,0,0,1,Spring,STN_URBAN_02,Urban,39.4,0,0,11.3,33.9,1.4,213.4,1017.3,0.0,13.7,0,16.5,26.8,27.7,69.9,5.2,1.72,6.08,60,0,0,1,0,1
RDG0008311,2023-06-22 09:00:00,2023,6,9,3,0,1,Summer,STN_RURAL_01,Rural,438.0,0,0,26.0,53.8,9.3,121.9,1006.0,1.0,9.0,0,4.5,7.4,29.6,27.8,7.6,1.75,2.46,19,0,0,0,0,0
RDG0004752,2022-05-26 14:00:00,2022,5,14,3,0,0,Spring,STN_SUBURB_01,Suburban,47.1,0,0,10.4,59.3,3.2,69.8,1013.6,0.0,2.0,0,15.2,31.3,16.3,35.7,14.8,3.34,6.28,58,0,0,1,0,1
RDG0009748,2023-11-30 16:00:00,2023,11,16,3,0,1,Fall,STN_INDUSTRIAL_01,Industrial,24.6,1,1,25.7,78.6,2.4,126.2,1010.3,0.0,4.7,0,33.5,47.2,61.3,123.6,41.8,2.97,19.56,96,0,0,1,1,1
RDG0000635,2021-03-10 15:00:00,2021,3,15,2,0,0,Spring,STN_INDUSTRIAL_01,Industrial,45.9,1,1,21.2,30.2,1.1,18.5,1025.6,0.0,5.3,0,123.3,189.9,57.2,25.6,28.4,1.99,6.42,186,1,0,0,1,1
RDG0004465,2022-04-26 16:00:00,2022,4,16,1,0,1,Spring,STN_URBAN_02,Urban,108.9,0,0,8.2,32.7,4.3,348.6,1016.2,0.0,6.7,0,19.3,36.4,24.1,37.3,9.5,3.5,5.79,66,0,0,1,0,1
RDG0006799,2023-01-03 20:00:00,2023,1,20,1,0,0,Winter,STN_INDUSTRIAL_01,Industrial,11.3,1,1,1.3,97.7,3.5,68.6,1004.5,0.0,6.0,0,33.4,63.9,94.9,1.0,14.5,4.11,15.48,96,0,0,1,0,1
RDG0007987,2023-05-20 23:00:00,2023,5,23,5,1,0,Spring,STN_RURAL_01,Rural,530.3,0,0,19.1,45.8,6.5,92.0,1012.3,0.0,4.0,0,17.5,30.4,6.0,54.4,3.2,0.68,7.67,62,0,0,1,1,1
RDG0007079,2023-02-02 04:00:00,2023,2,4,3,0,0,Winter,STN_INDUSTRIAL_01,Industrial,22.3,1,1,4.4,70.2,2.4,326.3,1024.9,0.0,20.1,0,53.6,98.3,46.5,7.9,24.5,4.69,17.38,146,1,0,1,1,1
RDG0006966,2023-01-22 21:00:00,2023,1,21,6,1,0,Winter,STN_SUBURB_01,Suburban,13.5,0,0,6.1,57.3,0.3,253.7,1018.1,0.0,9.0,0,38.4,63.7,14.3,33.1,6.7,0.79,3.96,108,1,0,1,0,0
RDG0004142,2022-03-23 15:00:00,2022,3,15,2,0,0,Spring,STN_SUBURB_01,Suburban,16.6,0,0,15.9,27.4,6.6,317.9,1028.0,0.0,5.5,0,8.8,14.9,31.8,24.5,7.4,4.41,1.86,37,0,0,0,0,1
RDG0007027,2023-01-28 19:00:00,2023,1,19,5,1,1,Winter,STN_RURAL_01,Rural,237.6,0,0,12.1,66.0,3.8,336.3,1019.5,0.0,3.3,0,11.3,25.7,27.5,41.6,1.3,2.99,2.59,47,0,0,1,0,0
RDG0009183,2023-09-30 05:00:00,2023,9,5,5,1,0,Fall,STN_INDUSTRIAL_01,Industrial,34.0,1,1,15.7,48.1,0.7,69.6,1019.2,5.0,12.3,0,60.8,131.0,59.4,78.5,28.9,1.7,12.46,154,1,1,1,1,1
RDG0000876,2021-04-03 16:00:00,2021,4,16,5,1,1,Spring,STN_SUBURB_01,Suburban,22.9,0,0,21.0,51.3,1.7,,1001.0,0.0,4.4,0,68.5,130.0,14.3,44.4,4.7,1.74,10.74,158,1,1,1,1,1
RDG0004869,2022-06-11 07:00:00,2022,6,7,5,1,1,Summer,STN_SUBURB_01,Suburban,34.1,0,0,24.5,20.7,0.4,,1001.5,0.0,5.8,0,46.2,78.7,20.8,65.1,4.2,3.56,2.67,127,1,0,1,1,0
RDG0005315,2022-07-24 14:00:00,2022,7,14,6,1,0,Summer,STN_RURAL_01,Rural,274.4,0,0,32.8,38.1,2.1,224.4,999.7,0.0,14.9,0,8.0,21.9,18.4,54.3,40.7,1.64,5.89,33,0,1,0,0,1
RDG0005222,2022-07-16 02:00:00,2022,7,2,5,1,0,Summer,STN_INDUSTRIAL_01,Industrial,48.9,1,1,35.7,44.8,10.5,45.8,1012.3,0.0,5.2,0,14.9,20.3,58.8,12.5,16.7,2.66,9.16,57,0,0,1,0,1
RDG0000004,2021-01-01 05:00:00,2021,1,5,4,0,0,Winter,STN_SUBURB_01,Suburban,28.4,0,0,12.7,48.3,6.5,137.9,1007.4,0.0,2.0,0,12.4,15.6,36.3,51.2,40.9,1.8,1.79,52,0,0,1,0,0
RDG0003051,2021-11-25 10:00:00,2021,11,10,3,0,0,Fall,STN_SUBURB_01,Suburban,70.0,0,0,17.2,62.9,1.6,212.7,1019.4,0.0,12.9,0,71.1,128.3,13.2,11.8,6.4,0.99,6.28,159,1,1,1,1,1
RDG0005691,2022-09-04 22:00:00,2022,9,22,6,1,0,Fall,STN_SUBURB_02,Suburban,77.9,0,0,9.6,80.4,2.4,3.2,1009.8,0.0,6.5,0,11.1,24.8,21.9,27.7,1.3,4.32,1.72,46,0,0,0,0,0
RDG0003124,2021-12-03 09:00:00,2021,12,9,4,0,1,Winter,STN_URBAN_01,Urban,55.5,1,0,8.0,89.0,6.8,350.2,991.7,0.0,5.0,0,41.6,63.5,53.0,3.6,10.0,4.85,2.44,116,1,0,1,1,0
RDG0002491,2021-09-26 15:00:00,2021,9,15,6,1,0,Fall,STN_URBAN_02,Urban,44.7,0,0,18.7,58.3,1.5,44.1,1022.3,0.0,18.8,0,53.7,111.8,78.8,27.4,16.5,2.03,15.17,146,1,0,1,1,1
RDG0003854,2022-02-21 07:00:00,2022,2,7,0,0,1,Winter,STN_URBAN_02,Urban,33.7,0,0,5.5,85.6,3.2,187.2,1009.3,0.0,10.5,0,8.3,21.2,49.7,17.3,7.9,1.29,2.44,35,0,0,0,0,0
RDG0004777,2022-05-29 17:00:00,2022,5,17,6,1,1,Spring,STN_URBAN_01,Urban,70.8,1,0,14.5,55.9,3.9,188.6,1014.1,0.0,13.0,0,52.8,94.5,83.2,28.6,4.6,8.18,1.6,144,1,0,1,1,0
RDG0007509,2023-03-23 17:00:00,2023,3,17,3,0,1,Spring,STN_RURAL_01,Rural,527.8,0,0,13.0,55.6,1.1,270.4,1002.1,0.0,5.5,0,31.1,60.6,30.9,28.9,1.7,1.01,0.89,91,0,0,1,0,0
RDG0006457,2022-11-28 08:00:00,2022,11,8,0,0,1,Fall,STN_RURAL_01,Rural,335.5,0,0,21.5,62.7,0.5,268.7,1013.3,0.0,10.5,0,74.4,143.3,54.9,37.3,2.3,1.15,1.59,161,1,1,1,1,0
RDG0006293,2022-11-09 09:00:00,2022,11,9,2,0,1,Fall,STN_RURAL_01,Rural,481.5,0,0,11.1,84.1,9.9,17.9,1016.6,0.0,8.0,0,18.6,23.0,45.3,14.8,8.1,1.22,4.93,65,0,0,1,0,0
RDG0001148,2021-05-03 16:00:00,2021,5,16,0,0,1,Spring,STN_RURAL_01,Rural,589.7,0,0,16.9,48.4,1.3,347.2,1010.0,0.0,,0,2.9,6.9,22.2,72.1,2.3,2.41,1.5,12,0,0,0,0,0
RDG0000574,2021-03-04 00:00:00,2021,3,0,3,0,0,Spring,STN_INDUSTRIAL_01,Industrial,31.4,1,1,12.6,88.7,1.5,,993.3,0.0,6.3,0,54.8,104.1,31.3,27.7,22.3,6.94,3.55,149,1,0,1,1,0
RDG0003769,2022-02-12 03:00:00,2022,2,3,5,1,0,Winter,STN_URBAN_01,Urban,34.9,1,0,8.0,100.0,1.6,124.1,1016.5,0.0,5.9,0,53.7,108.6,65.0,46.9,3.2,4.1,,146,1,0,1,1,0
RDG0004146,2022-03-24 00:00:00,2022,3,0,3,0,0,Spring,STN_SUBURB_02,Suburban,102.0,0,0,9.3,70.7,0.5,195.7,1014.1,0.0,14.2,0,45.2,77.6,66.9,12.1,17.6,1.52,2.16,125,1,0,1,1,0
RDG0000853,2021-04-01 02:00:00,2021,4,2,3,0,0,Spring,STN_RURAL_01,Rural,587.8,0,0,14.2,66.7,2.3,100.5,1015.9,0.0,4.8,0,14.6,22.5,19.5,22.1,4.5,1.53,0.74,56,0,0,1,0,0
RDG0005919,2022-09-29 20:00:00,2022,9,20,3,0,0,Fall,STN_RURAL_01,Rural,419.0,0,0,20.3,66.8,3.8,157.5,1019.1,0.0,1.9,0,33.3,54.9,9.5,47.3,1.2,1.2,0.63,96,0,0,1,0,0
RDG0009358,2023-10-21 14:00:00,2023,10,14,5,1,0,Fall,STN_URBAN_02,Urban,71.2,0,0,21.8,44.3,5.5,91.4,1012.9,0.5,13.5,0,27.0,45.3,31.1,28.4,20.2,3.52,10.49,82,0,0,1,0,1
RDG0006614,2022-12-14 19:00:00,2022,12,19,2,0,1,Winter,STN_SUBURB_02,Suburban,74.7,0,0,-0.2,91.9,0.9,358.7,1007.0,0.5,,0,22.3,29.8,48.2,53.2,22.5,0.9,4.84,72,0,0,1,0,0
RDG0006002,2022-10-09 07:00:00,2022,10,7,6,1,1,Fall,STN_SUBURB_01,Suburban,27.7,0,0,14.0,86.1,0.3,263.2,1011.7,0.0,9.1,0,27.9,53.0,33.9,30.5,6.9,1.89,4.76,84,0,0,1,0,0
RDG0009163,2023-09-28 12:00:00,2023,9,12,3,0,0,Fall,STN_URBAN_01,Urban,31.5,1,0,17.5,77.4,0.8,184.1,1025.3,0.0,5.6,1,93.1,161.8,61.1,75.8,21.5,1.99,2.05,170,1,1,1,1,0
RDG0004495,2022-04-29 11:00:00,2022,4,11,4,0,0,Spring,STN_SUBURB_01,Suburban,107.7,0,0,14.6,84.4,7.6,223.4,1010.3,0.0,5.3,0,14.3,27.1,18.5,59.3,1.2,1.54,3.32,56,0,0,1,0,0
RDG0008173,2023-06-07 23:00:00,2023,6,23,2,0,0,Summer,STN_URBAN_01,Urban,8.7,1,0,25.3,48.2,0.1,223.8,1019.8,0.0,7.3,0,34.2,81.7,52.3,23.3,32.9,3.2,2.42,97,0,0,1,0,0
RDG0006655,2022-12-20 18:00:00,2022,12,18,1,0,1,Winter,STN_SUBURB_01,Suburban,82.8,0,0,-0.6,88.2,4.3,150.5,1000.4,0.0,10.6,0,93.8,188.0,40.4,16.2,9.9,2.92,2.9,171,1,1,1,1,0
RDG0002368,2021-09-13 03:00:00,2021,9,3,0,0,0,Fall,STN_URBAN_02,Urban,109.8,0,0,3.1,63.0,1.7,356.4,1018.6,2.0,6.9,0,10.0,16.9,29.7,22.3,10.1,1.06,20.1,42,0,0,0,0,1
RDG0004780,2022-05-30 06:00:00,2022,5,6,0,0,0,Spring,STN_INDUSTRIAL_01,Industrial,25.5,1,1,10.5,56.7,2.7,75.9,1009.8,5.0,11.7,0,66.6,145.7,90.6,25.9,32.6,2.81,20.13,157,1,1,1,1,1
RDG0007992,2023-05-21 12:00:00,2023,5,12,6,1,0,Spring,STN_URBAN_01,Urban,25.2,1,0,17.7,22.3,0.9,153.4,1025.1,0.0,12.5,0,5.0,11.0,77.9,24.9,45.2,3.49,1.86,21,0,0,0,0,1
RDG0002950,2021-11-13 05:00:00,2021,11,5,5,1,0,Fall,STN_SUBURB_01,Suburban,48.0,0,0,16.4,64.8,5.0,323.9,1004.7,0.0,9.1,0,10.1,9.8,22.9,20.0,27.9,0.64,1.93,42,0,0,0,0,0
RDG0005625,2022-08-28 23:00:00,2022,8,23,6,1,0,Summer,STN_URBAN_02,Urban,47.9,0,0,19.7,72.7,0.3,156.0,,0.0,2.9,0,10.4,22.4,37.1,12.3,7.6,1.44,2.16,43,0,0,0,0,0
RDG0006971,2023-01-23 05:00:00,2023,1,5,0,0,0,Winter,STN_RURAL_01,Rural,283.4,0,0,8.7,84.6,10.9,284.2,1005.5,0.0,23.6,0,3.5,2.0,6.4,15.3,0.5,3.23,,15,0,0,0,0,0
RDG0008716,2023-08-08 10:00:00,2023,8,10,1,0,0,Summer,STN_SUBURB_01,Suburban,112.6,0,0,27.6,71.3,3.4,115.3,1002.2,0.0,2.8,0,13.3,20.3,19.5,17.2,2.1,5.13,1.67,54,0,0,1,0,0
RDG0001841,2021-07-17 13:00:00,2021,7,13,5,1,0,Summer,STN_SUBURB_02,Suburban,44.3,0,0,39.6,37.7,0.6,150.9,1010.5,0.5,13.9,0,20.0,34.3,6.6,67.2,17.0,4.18,1.32,68,0,0,1,0,0
RDG0005986,2022-10-06 20:00:00,2022,10,20,3,0,0,Fall,STN_INDUSTRIAL_01,Industrial,35.5,1,1,16.6,54.7,1.0,98.8,1017.3,0.0,3.7,0,15.8,30.6,144.1,8.5,64.2,3.66,12.96,59,0,0,1,0,1
RDG0000537,2021-02-27 20:00:00,2021,2,20,5,1,0,Winter,STN_URBAN_01,Urban,9.0,1,0,4.1,57.4,0.9,310.4,1012.4,0.0,17.3,0,23.4,45.6,138.9,1.0,22.3,9.13,3.46,75,0,1,1,0,0
RDG0002806,2021-10-28 19:00:00,2021,10,19,3,0,1,Fall,STN_URBAN_02,Urban,81.6,0,0,14.5,59.8,2.2,279.2,1003.5,0.0,5.7,0,71.5,164.8,81.1,23.7,7.9,1.23,,159,1,1,1,1,1
RDG0005801,2022-09-18 02:00:00,2022,9,2,6,1,0,Fall,STN_URBAN_02,Urban,16.8,0,0,9.2,60.3,1.5,226.8,1009.3,2.0,20.9,0,23.9,54.7,47.5,36.9,35.4,1.3,1.0,76,0,0,1,0,0
RDG0005596,2022-08-25 07:00:00,2022,8,7,3,0,1,Summer,STN_URBAN_01,Urban,77.0,1,0,28.5,34.5,2.8,,1026.1,2.0,10.8,0,37.4,80.5,65.0,8.5,3.6,2.32,1.53,106,0,0,1,1,0
RDG0007206,2023-02-16 18:00:00,2023,2,18,3,0,1,Winter,STN_SUBURB_01,Suburban,28.7,0,0,0.4,55.2,4.5,150.4,1012.1,0.0,2.6,0,43.2,60.0,75.6,3.4,3.5,6.66,4.7,120,1,0,1,1,0
RDG0007343,2023-03-04 19:00:00,2023,3,19,5,1,1,Spring,STN_URBAN_02,Urban,26.8,0,0,10.2,79.8,1.7,320.2,1014.0,0.0,8.0,0,83.3,149.6,210.3,4.2,11.1,3.52,20.62,165,1,1,1,1,1
RDG0007560,2023-03-30 12:00:00,2023,3,12,3,0,0,Spring,STN_SUBURB_02,Suburban,78.7,0,0,16.4,14.7,11.1,178.0,1011.2,0.0,10.2,0,23.0,52.4,17.5,41.2,17.4,1.28,6.34,74,0,0,1,0,1
RDG0008096,2023-05-31 18:00:00,2023,5,18,2,0,1,Spring,STN_URBAN_01,Urban,97.1,1,0,17.4,61.2,3.1,219.0,1015.9,0.0,2.2,0,10.7,18.7,54.1,3.3,7.7,5.11,2.31,45,0,0,0,0,0
RDG0000784,2021-03-25 01:00:00,2021,3,1,3,0,0,Spring,STN_SUBURB_02,Suburban,73.4,0,0,19.9,84.7,1.9,289.4,1011.3,1.0,5.9,0,12.0,21.2,19.2,65.9,1.7,2.83,5.44,50,0,0,0,0,1
RDG0001409,2021-05-29 19:00:00,2021,5,19,5,1,1,Spring,STN_SUBURB_01,Suburban,108.2,0,0,18.7,61.1,0.0,108.5,1028.3,0.0,5.5,0,23.4,48.3,47.1,20.6,10.1,2.7,0.92,75,0,0,1,0,0
RDG0000154,2021-01-18 03:00:00,2021,1,3,0,0,0,Winter,STN_RURAL_01,Rural,304.0,0,0,1.6,56.7,0.1,313.6,1003.8,0.0,29.0,0,22.3,45.3,8.3,28.5,2.7,0.46,0.88,72,0,0,1,0,0
RDG0007806,2023-04-27 07:00:00,2023,4,7,3,0,1,Spring,STN_URBAN_02,Urban,7.0,0,0,20.3,90.9,7.3,275.6,1014.2,0.0,7.7,0,10.7,19.7,7.6,43.1,11.1,2.97,5.75,45,0,0,0,0,1
RDG0003009,2021-11-20 22:00:00,2021,11,22,5,1,0,Fall,STN_URBAN_01,Urban,71.5,1,0,12.0,61.5,2.7,184.1,1008.3,0.0,3.9,0,4.6,2.9,46.6,5.7,15.7,3.16,1.12,19,0,0,0,0,0
RDG0001686,2021-06-30 09:00:00,2021,6,9,2,0,1,Summer,STN_URBAN_01,Urban,107.1,1,0,44.3,51.1,0.4,337.0,1003.2,0.0,13.7,0,147.0,205.4,82.7,19.7,5.6,3.23,3.22,198,1,1,1,1,0
RDG0004014,2022-03-10 23:00:00,2022,3,23,3,0,0,Spring,STN_URBAN_02,Urban,27.8,0,0,5.7,44.3,1.2,242.7,1012.9,0.0,5.1,0,32.8,59.9,85.4,13.8,6.1,0.88,4.85,95,0,0,1,0,0
RDG0007455,2023-03-17 20:00:00,2023,3,20,4,0,0,Spring,STN_SUBURB_01,Suburban,108.0,0,0,17.2,70.1,6.2,326.8,1002.0,0.0,8.5,0,28.1,56.6,21.8,25.0,5.2,4.08,3.99,85,0,0,1,0,0
RDG0003863,2022-02-22 07:00:00,2022,2,7,1,0,1,Winter,STN_INDUSTRIAL_01,Industrial,41.4,1,1,10.9,74.0,0.0,330.7,1006.1,0.0,8.3,0,64.5,115.8,98.9,88.0,30.5,6.34,,156,1,1,1,0,1
RDG0002733,2021-10-22 01:00:00,2021,10,1,4,0,0,Fall,STN_URBAN_01,Urban,14.8,1,0,14.7,54.7,0.8,143.4,1019.1,5.0,5.5,0,42.5,91.5,128.7,13.7,43.4,1.96,1.68,118,1,0,1,1,0
RDG0001895,2021-07-23 09:00:00,2021,7,9,4,0,1,Summer,STN_URBAN_02,Urban,39.0,0,0,24.8,47.1,1.7,89.8,1014.3,0.0,11.0,0,2.7,8.2,23.8,42.5,6.4,2.75,2.35,11,0,1,0,0,1
RDG0005442,2022-08-10 03:00:00,2022,8,3,2,0,0,Summer,STN_SUBURB_01,Suburban,22.4,0,0,18.6,74.7,7.9,325.9,1016.9,0.0,11.9,0,2.0,6.7,29.3,41.5,2.6,0.37,3.06,8,0,0,0,0,0
RDG0000569,2021-03-03 16:00:00,2021,3,16,2,0,1,Spring,STN_SUBURB_02,Suburban,53.2,0,0,17.4,72.7,3.8,126.9,1010.8,0.0,13.2,0,14.4,15.1,35.8,33.6,4.8,6.44,3.46,56,0,0,1,0,1
RDG0006709,2022-12-26 08:00:00,2022,12,8,0,0,1,Winter,STN_SUBURB_01,Suburban,21.8,0,0,-0.9,72.8,9.0,273.8,,0.0,,0,22.7,42.7,60.6,6.1,7.7,6.6,2.0,73,0,0,1,0,0
RDG0005854,2022-09-24 07:00:00,2022,9,7,5,1,1,Fall,STN_URBAN_02,Urban,101.2,0,0,20.3,70.5,1.3,340.0,1003.3,0.0,11.0,0,18.5,45.1,73.3,66.5,13.9,1.88,4.22,64,0,0,1,0,0
RDG0001816,2021-07-13 23:00:00,2021,7,23,1,0,0,Summer,STN_SUBURB_02,Suburban,115.2,0,0,26.1,46.6,5.6,268.0,1010.4,1.0,9.3,0,4.9,2.0,75.5,38.2,8.7,1.28,0.9,20,0,0,0,0,0
RDG0008319,2023-06-23 12:00:00,2023,6,12,4,0,0,Summer,STN_URBAN_01,Urban,114.3,1,0,16.4,69.6,7.3,15.4,1003.7,10.0,11.0,0,8.4,18.0,32.8,94.3,1.9,2.96,1.6,35,0,0,0,0,0
RDG0003394,2022-01-02 16:00:00,2022,1,16,6,1,1,Winter,STN_URBAN_01,Urban,88.0,1,0,8.4,96.4,4.9,182.7,1011.7,0.0,11.3,0,38.0,85.0,62.7,58.5,30.1,6.95,0.61,107,1,0,1,1,0
RDG0003327,2021-12-25 23:00:00,2021,12,23,5,1,0,Winter,STN_URBAN_02,Urban,79.2,0,0,13.6,60.5,0.3,345.4,1006.2,0.0,6.5,0,121.5,190.6,26.6,37.4,15.3,2.32,0.75,185,1,1,1,1,0
RDG0002532,2021-09-30 10:00:00,2021,9,10,3,0,0,Fall,STN_URBAN_01,Urban,109.3,1,0,17.9,59.8,4.3,244.4,1010.5,0.0,10.6,0,16.3,34.5,117.4,10.6,9.1,3.53,9.81,60,0,0,1,0,1
