transaction_id,timestamp,hour_of_day,day_of_week,is_weekend,month,cardholder_age,account_age_days,credit_limit,merchant_category,merchant_country,is_foreign,transaction_amount,avg_7day_spend,num_txn_24h,num_txn_7d,days_since_last_txn,distinct_merchants_7d,declined_last_30d,channel,device_type,is_fraud
TXN0001244,2023-02-21 04:19:49,4,1,0,2,38,603,19500.0,Grocery,US,0,29.54,206.07,4,8,0.1,7,0,Swipe,POS,0
TXN0002412,2023-04-11 08:34:47,8,1,0,4,24,1966,7000.0,Grocery,US,0,309.64,372.18,4,8,4.5,12,0,Online,POS,0
TXN0001591,2023-03-08 13:11:09,13,2,0,3,31,624,2900.0,Entertainment,RO,1,26.73,255.92,2,13,3.0,9,0,Chip,Desktop,0
TXN0002558,2023-04-17 08:32:28,8,0,0,4,54,132,32300.0,Entertainment,CN,1,244.58,305.94,2,17,2.5,4,0,ATM,Desktop,0
TXN0008990,2023-12-31 08:35:29,8,6,1,12,22,1003,21900.0,Entertainment,BR,1,124.36,181.62,1,8,4.0,3,0,Online,Desktop,0
TXN0003812,2023-06-06 16:16:09,16,1,0,6,35,76,1900.0,Online_Retail,UK,1,17.58,690.27,3,14,5.1,5,3,Swipe,Mobile,0
TXN0004022,2023-06-14 11:04:06,11,2,0,6,23,955,18000.0,Gas,UK,1,124.4,416.44,4,11,1.2,9,0,Swipe,POS,0
TXN0004319,2023-06-25 17:38:14,17,6,1,6,42,912,4100.0,Online_Retail,US,0,13.64,155.57,1,15,2.6,8,0,Swipe,POS,0
TXN0000152,2023-01-06 22:06:02,22,4,0,1,32,1051,35700.0,Grocery,US,0,131.61,125.33,4,14,0.1,4,1,Online,Unknown,0
TXN0008073,2023-11-24 14:21:19,14,4,0,11,43,30,8300.0,Luxury,US,0,137.48,53.62,4,11,0.6,3,1,Contactless,Mobile,0
TXN0000151,2023-01-06 21:41:17,21,4,0,1,34,1631,3600.0,Restaurant,US,0,128.36,343.62,2,16,0.5,4,0,Chip,Mobile,0
TXN0008878,2023-12-26 07:41:36,7,1,0,12,39,133,20800.0,Travel,NG,1,76.55,329.31,3,15,7.6,1,2,Chip,Desktop,0
TXN0001534,2023-03-06 09:00:29,9,0,0,3,51,542,6200.0,Restaurant,US,0,259.85,798.01,8,15,0.2,4,0,Chip,Desktop,0
TXN0003274,2023-05-15 21:02:30,21,0,0,5,58,192,5400.0,Healthcare,US,0,5.7,333.55,3,7,0.5,8,0,Online,Mobile,0
TXN0003680,2023-05-31 23:34:04,23,2,0,5,31,352,3200.0,Grocery,US,0,78.2,87.03,0,18,3.0,8,2,Contactless,Mobile,0
TXN0000542,2023-01-23 08:31:38,8,0,0,1,29,1328,25800.0,Travel,US,0,612.68,,3,8,5.8,5,0,Contactless,POS,0
TXN0008529,2023-12-12 16:38:10,16,1,0,12,57,237,27000.0,Restaurant,,0,324.23,597.22,3,6,0.2,6,0,Chip,Desktop,0
TXN0000518,2023-01-22 06:58:17,6,6,1,1,37,1189,5800.0,Electronics,US,0,64.25,268.59,1,14,3.2,6,0,Chip,Desktop,0
TXN0007040,2023-10-12 15:02:56,15,3,0,10,28,359,19900.0,Online_Retail,US,0,76.42,319.51,0,15,0.8,8,1,Chip,Unknown,0
TXN0002342,2023-04-08 16:39:11,16,5,1,4,39,983,8500.0,Entertainment,US,0,21.73,235.21,2,16,1.3,7,0,ATM,Mobile,0
TXN0005434,2023-08-09 19:48:18,19,2,0,8,18,1510,39800.0,Healthcare,US,0,45.12,242.36,2,13,0.5,6,0,Online,POS,0
TXN0007330,2023-10-24 15:52:51,15,1,0,10,49,312,12000.0,Healthcare,UK,1,38.55,98.35,4,16,11.6,4,1,Online,Desktop,0
TXN0003712,2023-06-02 10:58:43,10,4,0,6,31,310,12900.0,Electronics,US,0,15.99,125.54,4,15,4.4,6,4,Contactless,ATM,0
TXN0008423,2023-12-08 04:45:19,4,4,0,12,36,504,26400.0,Online_Retail,US,0,48.78,217.39,4,13,1.5,5,0,Online,Desktop,1
TXN0002095,2023-03-30 09:30:39,9,3,0,3,58,888,4400.0,Grocery,US,0,45.88,271.81,5,13,1.3,6,0,Chip,Desktop,0
TXN0006995,2023-10-11 03:16:36,3,2,0,10,51,123,15100.0,Restaurant,US,0,67.17,243.38,5,13,4.8,4,0,Contactless,Desktop,0
TXN0004952,2023-07-20 22:16:12,22,3,0,7,26,2044,26000.0,Electronics,RO,1,18.82,413.86,2,12,0.4,9,2,Swipe,Desktop,0
TXN0005684,2023-08-19 16:30:48,16,5,1,8,31,1329,10000.0,Healthcare,US,0,42.86,116.57,4,9,0.8,6,0,Chip,Desktop,0
TXN0000159,2023-01-07 04:36:20,4,5,1,1,32,1099,4800.0,Grocery,US,0,214.19,107.3,4,12,0.8,2,0,Chip,POS,0
TXN0004235,2023-06-22 23:03:12,23,3,0,6,33,270,12400.0,Healthcare,US,0,27.75,198.18,1,17,2.5,1,0,ATM,POS,0
TXN0004408,2023-06-29 07:22:29,7,3,0,6,53,1358,2100.0,Entertainment,CA,1,20.0,319.68,1,11,7.3,8,1,Contactless,POS,0
TXN0001532,2023-03-06 06:25:29,6,0,0,3,49,448,18000.0,Online_Retail,US,0,64.36,396.61,4,12,0.6,4,0,Online,Desktop,0
TXN0001115,2023-02-15 13:01:25,13,2,0,2,52,171,5600.0,Online_Retail,UK,1,31.55,121.76,0,8,5.8,11,0,Contactless,Mobile,0
TXN0000827,2023-02-04 08:39:34,8,5,1,2,53,654,6400.0,Grocery,US,0,473.58,847.09,2,11,0.1,3,0,Chip,Mobile,0
TXN0000984,2023-02-10 06:51:56,6,4,0,2,32,318,23600.0,Electronics,MX,1,24.16,416.15,7,10,2.8,5,0,Swipe,POS,0
TXN0001416,2023-03-01 01:04:31,1,2,0,3,29,1394,2300.0,Grocery,,1,9.2,1323.46,2,12,1.4,9,1,Swipe,Unknown,0
TXN0007627,2023-11-05 00:22:43,0,6,1,11,44,965,1300.0,Grocery,US,0,20.38,193.19,2,12,1.9,5,1,Contactless,POS,0
TXN0004155,2023-06-19 16:05:53,16,0,0,6,18,58,33400.0,Restaurant,US,0,28.52,93.55,3,11,1.3,4,0,Contactless,Unknown,0
TXN0001515,2023-03-05 18:01:18,18,6,1,3,64,911,8000.0,Electronics,US,0,101.38,306.62,1,19,4.6,5,1,Swipe,ATM,0
TXN0001189,2023-02-18 08:52:59,8,5,1,2,18,185,10200.0,Gas,US,0,180.09,768.47,1,8,0.3,9,1,Contactless,Unknown,0
TXN0005703,2023-08-20 03:53:34,3,6,1,8,41,969,17000.0,Entertainment,US,0,161.76,57.61,0,13,0.9,3,3,Swipe,Mobile,0
TXN0006298,2023-09-11 20:22:13,20,0,0,9,30,309,4400.0,Online_Retail,US,0,35.79,82.57,3,12,12.4,2,0,Contactless,Unknown,0
TXN0003645,2023-05-30 16:20:08,16,1,0,5,35,724,8600.0,Grocery,,0,24.26,555.65,3,16,0.1,8,0,Contactless,Mobile,0
TXN0000931,2023-02-08 04:45:38,4,2,0,2,33,316,8300.0,Grocery,NG,1,179.4,300.53,5,15,2.8,3,0,Swipe,Mobile,0
TXN0007293,2023-10-23 02:46:45,2,0,0,10,24,381,9700.0,Grocery,,1,33.28,188.85,3,14,3.0,8,0,Chip,Mobile,0
TXN0008264,2023-12-02 05:00:54,5,5,1,12,41,495,4600.0,Travel,US,0,64.07,124.38,2,12,1.2,3,0,Chip,ATM,0
TXN0000627,2023-01-26 12:24:21,12,3,0,1,18,104,7900.0,ATM,UK,1,15.73,156.77,4,15,2.1,6,0,Contactless,Desktop,0
TXN0008853,2023-12-25 05:27:33,5,0,0,12,36,912,19100.0,Online_Retail,US,0,34.48,200.38,4,10,0.8,5,2,Online,Mobile,0
TXN0001120,2023-02-15 20:24:19,20,2,0,2,52,1495,9600.0,Online_Retail,UK,1,30.99,119.92,1,14,3.9,7,1,Swipe,Desktop,0
TXN0000498,2023-01-21 11:20:38,11,5,1,1,47,30,10300.0,Grocery,UK,1,609.31,323.11,1,16,,2,1,Swipe,Desktop,0
TXN0002892,2023-05-01 06:40:57,6,0,0,5,51,580,15000.0,Restaurant,US,0,61.26,138.91,5,9,0.5,6,0,Contactless,ATM,0
TXN0004338,2023-06-26 13:40:28,13,0,0,6,28,806,9000.0,Grocery,US,0,77.83,375.26,0,9,4.6,6,1,Chip,Mobile,0
TXN0003524,2023-05-26 00:16:10,0,4,0,5,18,1846,12600.0,Restaurant,CA,1,27.01,591.1,3,19,2.8,6,0,Swipe,Desktop,0
TXN0006080,2023-09-03 20:57:32,20,6,1,9,36,537,40600.0,Restaurant,US,0,583.25,729.56,2,10,0.2,7,0,Contactless,Mobile,0
TXN0001079,2023-02-13 19:55:07,19,0,0,2,45,1216,6200.0,Healthcare,BR,1,26.63,149.75,4,10,1.1,10,0,Online,Unknown,0
TXN0006503,2023-09-19 19:12:16,19,1,0,9,62,224,6300.0,Healthcare,US,0,84.62,595.28,3,8,0.1,5,0,Online,Desktop,0
TXN0003750,2023-06-04 00:01:01,0,6,1,6,59,1649,7000.0,Online_Retail,US,0,67.3,273.53,3,9,4.7,5,1,Chip,Mobile,0
TXN0002844,2023-04-29 14:11:13,14,5,1,4,47,546,7800.0,Healthcare,MX,1,33.34,678.53,3,9,1.0,3,2,Chip,POS,0
TXN0001753,2023-03-15 05:47:39,5,2,0,3,50,161,5300.0,Gas,NG,1,112.27,82.58,5,12,7.4,8,0,Chip,Desktop,0
TXN0000204,2023-01-09 08:12:18,8,0,0,1,49,228,7000.0,Grocery,US,0,62.33,283.85,1,13,0.6,3,2,Online,Desktop,0
TXN0008340,2023-12-04 17:39:34,17,0,0,12,30,1222,13100.0,Entertainment,UK,1,49.5,91.5,3,19,6.0,7,0,Online,POS,0
TXN0004901,2023-07-19 09:16:26,9,2,0,7,22,2080,8300.0,Grocery,CN,1,35.49,172.96,0,11,9.8,3,0,Chip,Mobile,0
TXN0001939,2023-03-23 11:26:50,11,3,0,3,52,207,7300.0,Online_Retail,US,0,223.22,125.5,3,12,5.7,8,1,Swipe,Unknown,0
TXN0003771,2023-06-04 19:04:20,19,6,1,6,50,1117,9200.0,Travel,US,0,80.03,150.34,2,17,0.4,2,0,Contactless,Desktop,0
TXN0006595,2023-09-23 17:08:47,17,5,1,9,42,1515,13800.0,Online_Retail,NG,1,16.62,102.06,5,13,1.1,4,0,Online,Unknown,0
TXN0005555,2023-08-14 07:26:11,7,0,0,8,30,349,41000.0,Online_Retail,US,0,175.87,204.19,4,12,0.3,9,0,Swipe,Mobile,0
TXN0002812,2023-04-28 05:49:24,5,4,0,4,60,290,12000.0,Online_Retail,US,0,270.56,1159.28,2,14,0.2,7,0,Online,Desktop,0
TXN0000713,2023-01-30 12:52:09,12,0,0,1,21,363,6100.0,Entertainment,UK,1,19.89,52.76,4,12,6.8,6,1,Swipe,POS,0
TXN0006200,2023-09-08 05:54:44,5,4,0,9,47,57,5400.0,Online_Retail,US,0,160.8,1041.07,2,20,0.2,3,0,Online,POS,0
TXN0003862,2023-06-08 08:50:10,8,3,0,6,33,266,10000.0,Restaurant,UK,1,12.31,151.61,1,19,5.7,3,5,Swipe,ATM,0
TXN0006862,2023-10-05 20:11:14,20,3,0,10,36,47,5900.0,ATM,US,0,6.26,309.05,2,15,1.8,8,3,Chip,POS,0
TXN0000023,2023-01-01 18:25:27,18,6,1,1,45,2081,10700.0,Grocery,US,0,24.5,1793.07,5,14,0.6,3,0,Online,Mobile,0
TXN0003641,2023-05-30 13:10:32,13,1,0,5,54,722,6200.0,Online_Retail,RO,1,105.74,57.55,5,13,0.5,3,0,ATM,POS,0
TXN0007063,2023-10-13 09:00:59,9,4,0,10,48,678,7500.0,Grocery,US,0,13.96,471.92,4,15,8.0,5,0,Chip,Mobile,0
TXN0005217,2023-07-31 17:22:21,17,0,0,7,33,879,8200.0,Travel,CA,1,53.41,,4,18,1.3,4,0,Contactless,Mobile,0
TXN0008952,2023-12-29 20:35:29,20,4,0,12,59,31,10100.0,Grocery,,0,152.71,,2,17,1.1,5,0,Online,POS,0
TXN0006682,2023-09-27 17:52:29,17,2,0,9,49,264,14600.0,Gas,US,0,200.63,173.84,7,19,0.2,4,1,Online,POS,0
TXN0008296,2023-12-03 03:21:11,3,6,1,12,50,34,34700.0,Gas,US,0,73.57,378.0,3,15,9.1,5,0,Chip,Unknown,0
TXN0008985,2023-12-31 03:13:53,3,6,1,12,50,948,11400.0,Entertainment,CN,1,90.21,494.08,0,10,0.5,8,0,Contactless,POS,0
TXN0008828,2023-12-24 09:31:15,9,6,1,12,32,1343,19400.0,Electronics,CA,1,14.67,191.31,1,16,0.5,4,0,Chip,Unknown,0
TXN0000964,2023-02-09 12:47:33,12,3,0,2,33,1634,5200.0,Restaurant,,0,38.75,375.75,2,12,0.5,3,0,Online,Desktop,0
TXN0001634,2023-03-10 14:39:40,14,4,0,3,45,531,9700.0,Entertainment,US,0,31.88,177.78,2,14,2.1,5,1,Contactless,Mobile,0
TXN0002520,2023-04-15 15:03:00,15,5,1,4,33,1190,8800.0,Grocery,US,0,106.11,199.13,4,20,0.4,7,1,Swipe,Desktop,0
TXN0000209,2023-01-09 13:12:38,13,0,0,1,46,363,9100.0,Restaurant,US,0,225.27,202.73,2,7,2.5,1,0,Chip,Mobile,0
TXN0007344,2023-10-25 04:23:01,4,2,0,10,18,209,16900.0,Grocery,RO,1,6.88,,2,10,10.3,4,0,Chip,POS,0
TXN0005589,2023-08-15 16:30:47,16,1,0,8,48,1126,4200.0,Online_Retail,US,0,880.88,102.34,1,9,2.9,3,0,Chip,Mobile,0
TXN0000265,2023-01-12 01:40:26,1,3,0,1,41,1114,11100.0,Electronics,US,0,140.56,642.05,1,15,1.5,3,0,Swipe,Mobile,0
TXN0005227,2023-08-01 10:35:02,10,1,0,8,36,289,7100.0,Restaurant,US,0,136.22,86.84,2,10,1.1,7,0,Contactless,Mobile,0
TXN0007931,2023-11-17 23:10:15,23,4,0,11,49,2456,4700.0,Restaurant,US,0,153.3,131.85,3,6,1.1,2,0,Contactless,Mobile,0
TXN0002209,2023-04-04 06:05:33,6,1,0,4,47,90,13900.0,Luxury,US,0,307.09,165.55,4,14,4.2,3,1,Online,ATM,0
TXN0004873,2023-07-18 10:38:28,10,1,0,7,38,378,9400.0,Grocery,US,0,76.18,276.5,6,8,0.2,6,4,Chip,Desktop,1
TXN0007729,2023-11-08 14:38:24,14,2,0,11,18,420,49400.0,Grocery,CA,1,59.3,362.0,4,8,1.1,2,0,Contactless,POS,0
TXN0003760,2023-06-04 07:12:01,7,6,1,6,49,924,7200.0,ATM,US,0,41.13,190.47,5,14,2.0,8,4,Chip,Desktop,0
TXN0003551,2023-05-26 22:02:55,22,4,0,5,40,555,11300.0,grocery,US,0,609.76,237.52,1,14,5.7,7,0,ATM,Desktop,0
TXN0001021,2023-02-11 16:26:56,16,5,1,2,51,1103,22900.0,Gas,US,0,70.41,412.32,4,9,1.5,7,1,Swipe,desktop,0
TXN0008718,2023-12-20 09:48:09,9,2,0,12,31,52,11200.0,Grocery,CA,1,51.68,64.12,2,8,2.4,7,1,Chip,ATM,0
TXN0003323,2023-05-17 16:53:59,16,2,0,5,25,478,3600.0,Restaurant,US,0,77.81,397.94,3,19,2.5,9,0,Chip,POS,0
TXN0006714,2023-09-29 01:54:53,1,4,0,9,22,284,6100.0,Entertainment,US,0,77.7,85.94,3,10,0.0,4,0,Contactless,Unknown,0
TXN0002069,2023-03-28 22:49:11,22,1,0,3,57,184,8800.0,Online_Retail,US,0,60.45,153.39,1,10,0.5,8,0,Swipe,Unknown,1
TXN0000765,2023-02-01 17:01:55,17,2,0,2,48,2546,7400.0,Luxury,US,0,71.32,247.25,1,16,7.7,5,0,Chip,Mobile,0
TXN0003856,2023-06-08 02:36:31,2,3,0,6,45,549,7400.0,Grocery,RO,1,7.67,264.32,0,9,0.9,5,2,Online,Mobile,0
TXN0006033,2023-09-02 14:04:08,14,5,1,9,69,393,7900.0,Online_Retail,,0,97.49,148.68,2,19,5.6,6,1,Online,POS,0
TXN0002146,2023-04-01 16:50:02,16,5,1,4,45,613,4000.0,Grocery,UK,1,24.81,140.48,2,11,2.0,3,1,Contactless,Desktop,0
TXN0006421,2023-09-16 20:35:24,20,5,1,9,52,2308,6400.0,Entertainment,US,0,135.16,730.2,5,9,3.6,6,5,Chip,POS,0
TXN0001253,2023-02-21 15:09:11,15,1,0,2,49,212,27700.0,Online_Retail,NG,1,22.12,339.55,3,10,3.1,5,1,Swipe,Mobile,0
TXN0005187,2023-07-30 09:45:01,9,6,1,7,76,200,12800.0,Grocery,CA,1,50.33,149.46,5,14,5.6,3,0,Contactless,Mobile,0
TXN0004660,2023-07-10 15:11:55,15,0,0,7,68,1447,4800.0,Luxury,,0,107.18,337.72,1,11,1.2,5,1,Contactless,Desktop,0
TXN0007054,2023-10-12 21:08:29,21,3,0,10,51,273,6100.0,Grocery,US,0,225.68,880.66,2,11,1.8,5,0,Contactless,Unknown,0
TXN0001595,2023-03-08 17:16:02,17,2,0,3,53,530,32800.0,Gas,BR,1,194.02,240.14,4,13,5.7,4,1,Contactless,POS,0
TXN0002688,2023-04-22 19:57:14,19,5,1,4,35,329,7900.0,Restaurant,US,0,42.28,,3,9,4.9,3,4,contactless ,POS,0
TXN0006961,2023-10-09 11:07:48,11,0,0,10,30,137,17000.0,online_retail,US,0,33.73,93.1,4,10,0.7,2,2,Online,Unknown,0
TXN0006774,2023-10-01 18:23:23,18,6,1,10,44,145,21200.0,Gas,CN,1,15.55,478.29,2,8,0.4,6,0,Swipe,Desktop,0
TXN0000923,2023-02-08 00:09:21,0,2,0,2,24,30,5700.0,Gas,UK,1,468.18,1282.01,4,14,,5,0,ATM,Mobile,0
TXN0006214,2023-09-08 19:08:43,19,4,0,9,42,777,3700.0,Travel,US,0,8.19,202.12,5,14,0.5,5,1,Online,Desktop,0
TXN0005331,2023-08-05 19:01:06,19,5,1,8,43,2494,5100.0,Online_Retail,US,0,81.93,70.55,3,13,0.5,4,2,Chip,Desktop,0
TXN0006462,2023-09-18 13:20:25,13,0,0,9,46,2932,3900.0,Grocery,US,0,129.19,330.22,2,14,1.4,2,3,Online,POS,0
TXN0004855,2023-07-17 17:39:54,17,0,0,7,51,87,5400.0,Healthcare,US,0,2.87,811.59,5,20,4.9,4,1,Chip,Unknown,0
TXN0001685,2023-03-13 01:26:13,1,0,0,3,44,220,7100.0,Restaurant,US,0,298.05,170.49,2,10,0.0,7,0,Online,POS,0
TXN0006159,2023-09-06 21:18:43,21,2,0,9,35,507,26700.0,Grocery,US,0,63.85,212.49,4,6,2.5,3,0,Chip,Unknown,0
TXN0005943,2023-08-30 06:47:15,6,2,0,8,46,898,15000.0,Entertainment,US,0,28.32,223.29,1,8,3.3,5,0,Swipe,POS,0
TXN0007331,2023-10-24 15:56:02,15,1,0,10,56,327,3500.0,ATM,CA,1,26.88,402.28,2,14,0.1,8,4,ATM,POS,0
TXN0006127,2023-09-05 12:13:24,12,1,0,9,38,754,19400.0,Grocery,UK,1,179.28,182.54,4,12,1.5,7,0,Chip,Mobile,0
TXN0006204,2023-09-08 10:37:05,10,4,0,9,45,1310,11600.0,Restaurant,CA,1,78.66,253.53,1,14,0.8,6,1,Online,Mobile,0
TXN0001001,2023-02-10 23:50:10,23,4,0,2,56,148,16700.0,Restaurant,US,0,111.47,414.06,2,6,0.6,6,3,Chip,POS,0
TXN0002353,2023-04-09 03:28:55,3,6,1,4,33,436,12400.0,Healthcare,US,0,23.48,65.52,4,20,2.3,5,0,Swipe,Desktop,0
TXN0004579,2023-07-06 21:16:51,21,3,0,7,50,545,4800.0,Online_Retail,US,0,61.07,512.08,2,16,2.4,6,0,Online,POS,0
TXN0003920,2023-06-10 06:18:12,6,5,1,6,50,1378,7200.0,Gas,CA,1,66.12,325.37,2,10,1.2,3,0,Contactless,POS,0
TXN0006807,2023-10-03 06:01:30,6,1,0,10,30,1046,10100.0,Grocery,US,0,452.75,115.72,1,9,9.7,6,0,Online,Mobile,0
TXN0004104,2023-06-17 12:38:33,12,5,1,6,55,172,25400.0,Luxury,US,0,79.82,299.92,3,13,0.7,4,0,Chip,Desktop,0
TXN0003897,2023-06-09 14:22:43,14,4,0,6,44,237,14200.0,Online_Retail,UK,1,11.36,178.71,1,8,0.3,5,1,Contactless,POS,0
TXN0002905,2023-05-01 15:18:06,15,0,0,5,46,223,8900.0,Grocery,US,0,43.69,368.83,0,17,1.1,4,1,Online,Mobile,0
TXN0008660,2023-12-18 06:53:45,6,0,0,12,40,251,5400.0,Restaurant,US,0,94.86,216.92,2,7,1.3,10,0,Chip,Mobile,0
TXN0001299,2023-02-23 20:53:00,20,3,0,2,46,30,23400.0,Restaurant,,0,31.18,361.06,1,9,,5,2,Contactless,Unknown,0
TXN0006340,2023-09-13 03:41:17,3,2,0,9,40,483,14200.0,Online_Retail,NG,1,188.27,159.38,3,18,6.1,7,0,Online,Mobile,0
TXN0000447,2023-01-19 08:28:42,8,3,0,1,60,107,13500.0,Online_Retail,CN,1,540.52,380.0,2,17,0.1,2,0,ATM,Mobile,0
TXN0000854,2023-02-05 06:28:31,6,6,1,2,39,479,14700.0,Restaurant,US,0,50.73,389.73,1,13,0.5,5,0,Chip,Desktop,0
TXN0003414,2023-05-21 06:04:38,6,6,1,5,53,582,26700.0,Travel,US,0,19.95,271.73,3,8,6.4,7,0,Contactless,POS,0
TXN0008859,2023-12-25 13:00:21,13,0,0,12,49,2477,9100.0,Restaurant,BR,1,13.07,213.84,3,12,6.6,3,0,ATM,POS,0
TXN0002515,2023-04-15 05:56:24,5,5,1,4,40,30,12000.0,ATM,US,0,91.52,159.17,1,9,,8,5,Online,POS,0
TXN0004460,2023-07-01 13:43:12,13,5,1,7,42,176,17500.0,Grocery,UK,1,10.69,607.35,5,9,0.8,4,0,Swipe,POS,0
TXN0000243,2023-01-10 23:10:46,23,1,0,1,18,689,5100.0,Travel,US,0,27.16,422.54,3,16,0.9,5,0,Online,Mobile,0
TXN0001838,2023-03-19 09:54:57,9,6,1,3,39,329,7200.0,Grocery,US,0,199.69,270.02,1,11,7.0,4,0,Chip,POS,0
TXN0002243,2023-04-05 07:55:19,7,2,0,4,64,995,26800.0,Gas,US,0,170.24,161.55,1,13,0.5,2,0,Online,Unknown,0
TXN0001433,2023-03-01 18:02:10,18,2,0,3,55,485,3400.0,Restaurant,US,0,8.91,192.86,5,14,8.1,1,0,Chip,POS,0
TXN0007820,2023-11-12 09:16:39,9,6,1,11,44,682,18400.0,Restaurant,US,0,51.24,364.26,2,17,0.9,7,0,Contactless,POS,0
TXN0007467,2023-10-29 18:10:05,18,6,1,10,26,688,10400.0,Grocery,US,0,74.1,99.19,5,15,0.1,2,0,Chip,Mobile,0
TXN0007110,2023-10-15 05:37:18,5,6,1,10,56,1530,13800.0,Grocery,UK,1,37.46,548.67,6,15,0.1,2,0,Contactless,POS,0
TXN0001869,2023-03-20 07:06:59,7,0,0,3,25,1208,5400.0,Grocery,US,0,24.99,672.05,3,12,6.5,2,0,Chip,POS,0
TXN0007174,2023-10-18 07:50:51,7,2,0,10,20,324,4400.0,Travel,BR,1,16.62,482.75,3,17,1.5,4,0,Online,POS,0
TXN0001017,2023-02-11 13:46:16,13,5,1,2,41,795,9000.0,Online_Retail,US,0,32.57,388.95,3,9,0.5,5,5,Online,POS,0
TXN0007640,2023-11-05 12:16:10,12,6,1,11,26,2353,16100.0,Online_Retail,US,0,80.66,182.37,6,14,2.1,7,2,Chip,POS,0
TXN0008979,2023-12-30 22:18:00,22,5,1,12,38,984,16800.0,online_retail,US,0,74.3,296.53,2,10,0.4,2,1,Swipe,Desktop,0
TXN0007393,2023-10-27 07:50:27,7,4,0,10,21,33,6700.0,Restaurant,CA,1,617.54,314.99,2,19,2.7,5,0,Swipe,ATM,0
TXN0003783,2023-06-05 10:39:46,10,0,0,6,50,30,4600.0,Grocery,US,0,75.11,193.05,5,11,5.5,2,0,Contactless,Mobile,0
TXN0002937,2023-05-03 00:30:20,0,2,0,5,56,1842,4100.0,Online_Retail,CA,1,471.5,252.37,2,13,1.8,2,0,Contactless,Unknown,0
TXN0007329,2023-10-24 15:48:39,15,1,0,10,45,127,6500.0,Restaurant,RO,1,142.46,64.78,0,14,0.3,4,0,Online,Mobile,0
TXN0001375,2023-02-27 12:16:25,12,0,0,2,53,323,4500.0,Grocery,US,0,112.39,413.75,1,13,3.1,5,0,Swipe,Unknown,0
TXN0002010,2023-03-26 08:34:29,8,6,1,3,45,1076,11800.0,Grocery,US,0,55.33,116.86,3,8,0.2,5,5,Chip,POS,0
TXN0002741,2023-04-25 07:57:47,7,1,0,4,18,495,15000.0,Online_Retail,US,0,159.26,262.95,2,4,1.4,6,0,Contactless,Desktop,0
TXN0002592,2023-04-19 02:20:29,2,2,0,4,29,1233,19000.0,Gas,US,0,117.78,131.46,4,16,0.7,8,0,Contactless,POS,0
TXN0003346,2023-05-18 18:34:39,18,3,0,5,35,338,6500.0,Grocery,US,0,89.38,94.92,2,13,0.8,4,0,Chip,POS,0
TXN0008991,2023-12-31 11:33:13,11,6,1,12,36,1444,8300.0,Restaurant,US,0,271.6,173.06,3,13,2.2,6,0,Online,POS,0
TXN0008176,2023-11-28 07:10:30,7,1,0,11,44,3246,8100.0,Travel,US,0,51.04,,1,10,1.3,4,0,Chip,Desktop,0
TXN0004144,2023-06-19 01:06:51,1,0,0,6,52,427,4700.0,Online_Retail,US,0,59.19,287.32,3,10,2.6,4,1,Chip,POS,0
TXN0004543,2023-07-05 09:40:51,9,2,0,7,24,349,4300.0,GROCERY,US,0,15.77,126.07,5,13,0.4,5,0,Swipe,POS,0
TXN0000271,2023-01-12 05:47:12,5,3,0,1,35,238,5300.0,Gas,US,0,218.92,49.01,2,10,0.0,3,0,Online,Mobile,0
TXN0003531,2023-05-26 03:17:47,3,4,0,5,20,972,11300.0,Healthcare,UK,1,178.58,528.57,4,15,0.1,6,0,Chip,ATM,0
TXN0008230,2023-11-30 22:25:56,22,3,0,11,34,543,9600.0,Restaurant,RO,1,38.72,160.99,2,13,0.6,5,2,Online,Mobile,0
TXN0003440,2023-05-22 12:32:55,12,0,0,5,34,110,37300.0,ATM,US,0,232.36,186.27,1,12,3.4,4,2,Chip,POS,0
TXN0006632,2023-09-25 04:54:38,4,0,0,9,19,1331,6400.0,Luxury,US,0,14.11,70.81,4,5,5.4,4,0,Contactless,POS,0
TXN0005178,2023-07-29 22:53:04,22,5,1,7,28,330,4200.0,Gas,US,0,57.92,271.85,0,9,2.0,4,0,Chip,Mobile,0
TXN0007257,2023-10-21 11:19:24,11,5,1,10,27,1858,8600.0,Electronics,US,0,103.95,610.07,1,8,0.9,5,0,Contactless,Desktop,0
TXN0003413,2023-05-21 05:27:40,5,6,1,5,56,1833,10200.0,Travel,US,0,44.45,139.52,1,15,2.3,5,0,Swipe,Mobile,0
TXN0005940,2023-08-30 04:54:17,4,2,0,8,62,1438,19600.0,Entertainment,US,0,51.91,141.46,2,12,2.0,5,5,Swipe,Mobile,0
TXN0003754,2023-06-04 03:21:03,3,6,1,6,27,878,7300.0,Gas,US,0,4.85,49.19,0,21,0.3,2,0,Contactless,Unknown,0
TXN0007618,2023-11-04 17:20:14,17,5,1,11,43,97,15100.0,Travel,US,0,11.16,410.88,3,12,0.1,3,0,Chip,Desktop,0
TXN0002531,2023-04-15 23:49:55,23,5,1,4,76,166,7000.0,Restaurant,US,0,19.2,367.37,2,9,3.0,4,3,Chip,Mobile,0
TXN0005696,2023-08-19 22:13:07,22,5,1,8,49,265,14200.0,Luxury,UK,1,64.21,401.08,2,4,0.4,8,2,Chip,Mobile,0
TXN0003534,2023-05-26 05:39:26,5,4,0,5,49,558,15900.0,Restaurant,US,0,23.67,732.89,5,11,1.8,4,0,Online,POS,0
