hour_of_day,day_of_week,is_weekend,month,cardholder_age,account_age_days,credit_limit,is_foreign,transaction_amount,avg_7day_spend,num_txn_24h,num_txn_7d,days_since_last_txn,distinct_merchants_7d,declined_last_30d,merchant_country_missing,days_since_last_missing,amount_to_limit_ratio,amount_vs_7day_avg,txn_velocity_ratio,merchant_concentration,is_late_night,is_business_hours,is_new_account,log_account_age,log_transaction_amount,foreign_online,new_account_high_amount,late_night_foreign,merchant_category,merchant_country,channel,device_type,is_fraud
6,3,0,5,36,439,10500.0,0,141.23,200.47,2,8,2.1,6,1,0,0,0.01345047619047619,0.7044944380705342,1.75,1.3333333333333333,0,0,0,6.0867747269123065,4.957445465582136,0,0,0,Online_Retail,US,Online,POS,0
11,0,0,11,19,2519,6200.0,0,33.23,236.08,1,13,2.1,6,1,0,0,0.005359677419354838,0.14075737038292102,0.5384615384615384,2.1666666666666665,0,1,0,7.832014180505469,3.533102452542094,0,0,0,Gas,US,Online,ATM,0
12,4,0,8,18,581,9600.0,0,80.28,149.96,5,19,2.5,3,1,0,0,0.0083625,0.5353427580688184,1.8421052631578947,6.333333333333333,0,1,0,6.366470447731438,4.397899983830172,0,0,0,Online_Retail,US,Chip,Desktop,0
12,2,0,1,18,30,3800.0,0,40.47,451.55,1,7,999.0,4,2,0,1,0.01065,0.08962462628723286,1.0,1.75,0,1,1,3.4339872044851463,3.7249702742582897,0,0,0,Healthcare,US,Swipe,Mobile,0
18,3,0,11,33,54,11700.0,1,103.02,792.88,2,8,0.6,5,2,0,0,0.008805128205128205,0.12993138936535162,1.75,1.6,0,0,1,4.007333185232471,4.644583188344926,0,0,0,Gas,UK,ATM,Desktop,0
1,0,0,4,33,1642,8200.0,0,77.0,202.09,4,14,4.2,9,2,1,0,0.009390243902439024,0.38101835815725665,2.0,1.5555555555555556,1,0,0,7.404279118037268,4.356708826689592,0,0,0,Restaurant,US,Chip,ATM,0
2,5,1,7,49,1075,6300.0,1,67.51,289.83,1,14,1.2,6,0,0,0,0.010715873015873017,0.23292964841458788,0.5,2.3333333333333335,1,0,0,6.98100574072173,4.226979720014808,0,0,1,Restaurant,UK,Contactless,POS,0
0,1,0,5,50,3198,26800.0,0,79.01,508.19,2,13,8.1,4,0,0,0,0.002948134328358209,0.15547334658297093,1.0769230769230769,3.25,1,0,0,8.070593539949519,4.382151626862033,0,0,0,Grocery,US,Online,Mobile,0
22,3,0,1,39,331,7200.0,1,113.36,73.7,2,14,1.4,7,0,0,0,0.015744444444444443,1.5381275440976934,1.0,2.0,0,0,0,5.805134968916488,4.739351367454111,0,0,0,Grocery,UK,Chip,POS,0
12,6,1,12,42,251,15400.0,0,51.76,63.2,3,11,0.1,7,0,0,0,0.003361038961038961,0.8189873417721518,1.9090909090909092,1.5714285714285714,0,1,0,5.529429087511423,3.965753327849114,0,0,0,Restaurant,US,Online,POS,0
20,6,1,1,52,623,17100.0,0,28.5,73.38,2,14,0.1,6,1,0,0,0.0016666666666666668,0.38838920686835654,1.0,2.3333333333333335,0,0,0,6.436150368369428,3.3843902633457743,0,0,0,Grocery,US,Chip,ATM,0
9,1,0,4,34,784,9500.0,1,293.58,238.21,5,9,4.7,5,0,0,0,0.03090315789473684,1.2324419629738466,3.8888888888888884,1.8,0,1,0,6.665683717782408,5.685550613061397,0,0,0,Travel,CA,Swipe,POS,0
10,4,0,8,39,857,8500.0,0,97.66,705.52,3,10,2.3,7,0,0,0,0.011489411764705882,0.1384227236648146,2.1,1.4285714285714286,0,1,0,6.754604099487962,4.5916795958055925,0,0,0,Grocery,US,Swipe,Mobile,0
20,4,0,12,50,120,12600.0,0,24.31,828.86,5,8,2.5,8,0,0,0,0.0019293650793650793,0.02932944043626185,4.375,1.0,0,0,0,4.795790545596741,3.2311995745570328,0,0,0,Restaurant,US,Online,Desktop,0
11,5,1,4,34,1127,15200.0,0,8.85,173.02,4,16,1.2,4,0,0,0,0.0005822368421052631,0.05115015605132354,1.75,4.0,0,1,0,7.028201432058005,2.2874714551839976,0,0,0,Healthcare,US,Contactless,POS,0
10,4,0,5,31,1128,34800.0,0,25.89,464.72,2,5,2.2,2,0,0,0,0.0007439655172413794,0.055710965742812875,2.8,2.5,0,1,0,7.029087564149662,3.2917544702807735,0,0,0,Online_Retail,US,Online,POS,0
22,0,0,3,51,2290,9300.0,0,21.89,433.66,4,18,1.3,7,0,0,0,0.002353763440860215,0.05047733247244385,1.5555555555555554,2.5714285714285716,0,0,0,7.736743682453495,3.1307001339644756,0,0,0,Gas,US,Chip,POS,0
4,4,0,8,23,1643,17600.0,0,123.61,83.02,3,8,1.3,1,3,0,0,0.007023295454545455,1.4889183329318236,2.625,8.0,1,0,0,7.404887575616125,4.8251888599547765,0,0,0,Restaurant,US,Swipe,Mobile,1
19,3,0,7,32,30,9100.0,1,224.24,196.67,4,13,1.1,5,2,0,0,0.02464175824175824,1.14018406467687,2.1538461538461537,2.6,0,0,1,3.4339872044851463,5.417166500386418,0,0,0,Gas,MX,Chip,ATM,0
11,2,0,4,72,1418,13400.0,0,25.46,92.22,3,14,0.6,4,0,0,0,0.0019,0.27607894166124486,1.5,3.5,0,1,0,7.257707677160043,3.2756341586868096,0,0,0,Grocery,US,Online,Unknown,0
4,0,0,5,21,1304,3400.0,1,53.12,220.68,1,13,3.4,1,0,0,0,0.015623529411764705,0.24071053108573498,0.5384615384615384,13.0,1,0,0,7.173958319756794,3.991203803302587,0,0,1,Restaurant,BR,ATM,POS,0
7,2,0,8,33,1025,23900.0,1,41.07,123.82,1,10,8.0,2,1,0,0,0.0017184100418410043,0.3316911645937652,0.7,5.0,0,0,0,6.933423025730715,3.7393348976024297,0,0,0,Grocery,UK,Chip,ATM,0
11,1,0,10,41,1472,8500.0,0,34.88,159.63,2,7,6.1,4,1,0,0,0.004103529411764706,0.21850529349119843,2.0,1.75,0,1,0,7.29505641646263,3.5801800371905954,0,0,0,Gas,US,Swipe,Mobile,0
18,6,1,7,54,592,5000.0,0,511.3,1106.65,4,9,5.0,4,0,0,0,0.10226,0.4620250304974472,3.1111111111111107,2.25,0,0,0,6.385194398997726,6.238910390945157,0,0,0,Grocery,US,Contactless,Mobile,0
6,4,0,4,36,150,15600.0,0,10.67,338.19,2,13,4.7,4,0,0,0,0.000683974358974359,0.0315503119548183,1.0769230769230769,3.25,0,0,0,5.017279836814924,2.4570214462984645,0,0,0,Online_Retail,US,Swipe,POS,0
3,1,0,2,48,36,4800.0,0,92.67,160.3,1,14,999.0,6,0,0,1,0.01930625,0.5781035558328135,0.5,2.3333333333333335,1,0,1,3.6109179126442243,4.539777967221039,0,0,0,Grocery,US,Chip,Unknown,0
1,4,0,7,38,83,21300.0,0,8.79,175.98,2,12,5.1,2,0,0,0,0.0004126760563380281,0.049948857824752814,1.1666666666666667,6.0,1,0,1,4.430816798843313,2.281361456542419,0,0,0,Restaurant,US,Online,POS,0
2,2,0,4,30,2117,7900.0,1,10.33,134.5,6,14,0.6,4,0,0,0,0.0013075949367088607,0.07680297397769517,3.0,3.5,1,0,0,7.658227526161352,2.427454075039915,0,0,1,Grocery,MX,Swipe,Mobile,0
9,2,0,11,40,191,27700.0,0,48.58,728.13,2,11,2.2,3,2,0,0,0.0017537906137184115,0.06671885514949254,1.2727272727272727,3.6666666666666665,0,1,0,5.2574953720277815,3.9035875266070446,0,0,0,Gas,US,Contactless,Mobile,0
21,3,0,4,46,150,18700.0,0,215.58,42.81,6,8,13.1,6,0,0,0,0.011528342245989306,5.035739313244569,5.25,1.3333333333333333,0,0,0,5.017279836814924,5.377959994200234,0,0,0,Grocery,US,Chip,Desktop,0
6,1,0,10,28,977,32400.0,0,171.46,339.93,4,22,1.2,3,0,0,0,0.005291975308641976,0.504397964286765,1.2727272727272727,7.333333333333333,0,0,0,6.885509670034818,5.150165325524179,0,0,0,Healthcare,US,Chip,POS,0
17,6,1,10,33,2576,6300.0,0,342.27,271.16,3,9,3.1,4,0,1,0,0.05432857142857143,1.2622436937601413,2.333333333333333,2.25,0,1,0,7.854381210652365,5.838517309520205,0,0,0,Travel,US,Chip,Mobile,0
21,1,0,5,23,452,4000.0,0,20.91,402.32,5,13,1.3,2,0,0,0,0.0052275,0.051973553390336054,2.692307692307692,6.5,0,0,0,6.115892125483034,3.086943153607375,0,0,0,Gas,US,Chip,POS,0
6,2,0,6,34,335,6900.0,0,13.93,823.25,2,10,3.0,3,0,0,0,0.002018840579710145,0.016920740965684786,1.4,3.3333333333333335,0,0,0,5.817111159963204,2.703372611551099,0,0,0,Online_Retail,US,Chip,POS,0
22,6,1,2,60,202,11500.0,1,19.97,462.33,3,14,7.4,8,5,0,0,0.0017365217391304346,0.043194255185689874,1.5,1.75,0,0,0,5.313205979041787,3.0430928449138284,1,0,0,Entertainment,BR,Online,POS,0
7,1,0,7,43,266,9300.0,0,89.58,426.15,2,14,1.3,11,1,0,0,0.009632258064516128,0.21020767335445267,1.0,1.2727272727272727,0,0,0,5.58724865840025,4.506233438128068,0,0,0,Gas,US,Chip,Mobile,0
18,2,0,4,44,2388,7300.0,0,77.95,153.8,3,14,6.1,4,0,0,0,0.010678082191780822,0.5068270481144344,1.5,3.5,0,0,0,7.77863014732581,4.3688147407016515,0,0,0,Gas,US,Chip,POS,0
8,4,0,2,34,791,9200.0,0,19.88,93.2,4,7,2.6,7,0,1,0,0.0021608695652173913,0.2133047210300429,4.0,1.0,0,0,0,6.674561391814426,3.038791763014438,0,0,0,Travel,US,ATM,Unknown,0
14,2,0,6,57,68,22700.0,0,69.39,288.63,4,10,4.2,3,5,1,0,0.003056828193832599,0.24041159962581854,2.8,3.3333333333333335,0,1,1,4.23410650459726,4.25405120762004,0,0,0,Grocery,US,ATM,POS,0
12,5,1,6,26,90,9400.0,0,9.74,299.8,3,15,3.4,6,0,0,0,0.0010361702127659575,0.03248832555036691,1.4000000000000001,2.5,0,1,0,4.51085950651685,2.3739750890807185,0,0,0,Online_Retail,US,Online,Desktop,0
2,1,0,3,56,604,17400.0,0,107.98,197.88,3,12,0.9,6,1,0,0,0.006205747126436782,0.5456842530826764,1.75,2.0,1,0,0,6.405228458030842,4.691164379154952,0,0,0,Travel,US,Contactless,POS,0
7,2,0,8,46,1005,12600.0,0,50.84,356.86,3,9,1.9,4,0,0,0,0.004034920634920635,0.1424648321470605,2.333333333333333,2.25,0,0,0,6.913737350659685,3.9481620520440193,0,0,0,Grocery,US,Contactless,Desktop,0
2,4,0,11,33,309,13000.0,0,598.47,206.67,0,13,5.2,6,0,0,0,0.04603615384615385,2.8957758745826685,0.0,2.1666666666666665,1,0,0,5.736572297479192,6.396045931514023,0,0,0,ATM,US,Online,Desktop,0
8,5,1,12,51,73,8900.0,0,143.38,78.0,5,9,1.1,8,0,0,0,0.016110112359550562,1.8382051282051282,3.8888888888888884,1.125,0,0,1,4.30406509320417,4.972448712711015,0,0,0,Online_Retail,US,Contactless,POS,0
8,6,1,3,36,5000,8900.0,0,22.39,152.2,4,14,2.5,5,0,0,0,0.0025157303370786518,0.1471090670170828,2.0,2.8,0,0,0,8.517393171418904,3.1523085805960878,0,0,0,ATM,US,Chip,POS,0
23,2,0,5,48,525,17800.0,0,41.01,150.75,1,14,4.7,1,0,0,0,0.002303932584269663,0.27203980099502484,0.5,14.0,0,0,0,6.26530121273771,3.7379076851812907,0,0,0,Grocery,US,Online,POS,0
17,2,0,2,33,2335,6000.0,1,169.73,161.6,6,21,5.3,4,0,0,0,0.028288333333333332,1.050309405940594,2.0,5.25,0,1,0,7.756195343948118,5.140083361283142,0,0,0,Grocery,CA,Chip,POS,0
2,1,0,5,39,1018,12400.0,0,101.28,237.93,3,8,5.2,3,0,0,0,0.008167741935483872,0.4256714159626781,2.625,2.6666666666666665,1,0,0,6.926577033222725,4.627714150422986,0,0,0,Healthcare,US,Chip,Unknown,0
17,1,0,9,31,1608,15800.0,1,39.78,592.92,5,12,0.7,6,2,0,0,0.002517721518987342,0.06709168184578021,2.916666666666667,2.0,0,1,0,7.3833681469923835,3.708191765146309,0,0,0,Grocery,NG,Swipe,Desktop,0
4,5,1,6,46,119,8600.0,0,191.38,418.36,2,13,0.8,1,0,0,0,0.02225348837209302,0.4574529113681996,1.0769230769230769,13.0,1,0,0,4.787491742782046,5.259472582724469,0,0,0,Travel,US,ATM,POS,0
0,0,0,12,49,1768,11800.0,0,74.49,78.03,1,17,0.4,2,0,0,0,0.006312711864406779,0.954632833525567,0.411764705882353,8.5,1,0,0,7.478169694159785,4.324000197151533,0,0,0,Entertainment,US,Swipe,Unknown,0
21,3,0,6,58,1746,5700.0,1,48.39,141.29,1,13,3.3,4,1,0,0,0.008489473684210526,0.3424870833038432,0.5384615384615384,3.25,0,0,0,7.465655310134056,3.8997479745525334,1,0,0,Healthcare,CN,Online,Mobile,0
7,3,0,4,52,3127,6400.0,0,153.72,543.09,1,15,6.9,3,0,0,0,0.02401875,0.2830470087830746,0.4666666666666667,5.0,0,0,0,8.048149101665201,5.041617031704984,0,0,0,Restaurant,US,ATM,Unknown,0
23,2,0,1,50,530,10700.0,0,400.97,381.99,3,3,0.6,8,0,0,0,0.03747383177570094,1.0496871645854604,7.0,0.375,0,0,0,6.274762021241939,5.9963774589686265,0,0,0,Entertainment,US,Contactless,ATM,0
23,2,0,8,20,290,10200.0,0,12.34,264.04,2,9,1.6,7,3,0,0,0.0012098039215686274,0.04673534312982881,1.5555555555555554,1.2857142857142858,0,0,0,5.673323267171493,2.590767040487478,0,0,0,Luxury,US,Online,Desktop,0
7,0,0,4,28,1254,7600.0,1,119.84,129.11,1,7,1.6,11,0,0,0,0.01576842105263158,0.9282007590426767,1.0,0.6363636363636364,0,0,0,7.134890851565884,4.794467356518472,1,0,0,Grocery,MX,Online,Unknown,0
4,6,1,8,32,929,5600.0,0,109.3,276.11,1,12,1.6,6,2,0,0,0.019517857142857142,0.39585672376951214,0.5833333333333334,2.0,1,0,0,6.835184586147301,4.703203926259457,0,0,0,Entertainment,US,Online,POS,0
23,3,0,4,63,489,13600.0,1,50.95,105.31,0,8,3.0,7,0,0,0,0.003746323529411765,0.48380970468141676,0.0,1.1428571428571428,0,0,0,6.194405391104672,3.9502817175452365,1,0,0,Online_Retail,CA,Online,Mobile,0
15,4,0,10,36,1452,4600.0,0,14.67,446.96,3,7,7.9,5,0,0,0,0.003189130434782609,0.032821729013782,3.0,1.4,0,1,0,7.2813856635702825,2.7517480563679295,0,0,0,Grocery,US,Chip,POS,0
1,0,0,11,61,336,6800.0,0,88.45,273.22,4,12,1.1,11,0,0,0,0.013007352941176472,0.3237317912305102,2.3333333333333335,1.0909090909090908,1,0,0,5.820082930352362,4.493679809954728,0,0,0,Online_Retail,US,Chip,Mobile,0
17,4,0,12,48,2181,9600.0,0,22.4,173.99,2,8,3.0,4,1,0,0,0.002333333333333333,0.12874303120869013,1.75,2.0,0,1,0,7.687997166393016,3.152736022363656,0,0,0,Grocery,US,Chip,POS,0
23,6,1,5,43,1248,13800.0,1,148.24,137.22,4,6,0.5,3,0,0,0,0.010742028985507248,1.080308992858184,4.666666666666667,2.0,0,0,0,7.130098510125578,5.005555748352958,1,0,0,Gas,MX,Online,POS,0
4,5,1,8,51,376,4600.0,0,37.41,326.09,4,10,0.5,4,1,0,0,0.008132608695652173,0.11472292925266031,2.8,2.5,1,0,0,5.932245187448011,3.6483178423578133,0,0,0,Grocery,US,Chip,POS,0
0,2,0,4,43,420,4900.0,1,59.9,271.87,1,10,2.4,4,0,0,0,0.012224489795918368,0.2203258910508699,0.7,2.5,1,0,0,6.042632833682381,4.109233174715851,0,0,1,Healthcare,CN,Contactless,Mobile,0
17,6,1,5,39,222,21800.0,0,193.13,101.06,4,16,1.3,6,0,0,0,0.008859174311926605,1.911042944785276,1.75,2.6666666666666665,0,1,0,5.407171771460119,5.268528037737284,0,0,0,Online_Retail,US,ATM,POS,0
13,4,0,12,38,1084,13700.0,0,27.46,837.42,0,12,0.5,4,0,0,0,0.0020043795620437958,0.03279119199445917,0.0,3.0,0,1,0,6.98933526597456,3.3484995926617063,0,0,0,Electronics,US,Contactless,Mobile,0
12,3,0,3,32,1632,7900.0,1,33.08,178.03,1,15,1.4,4,0,0,0,0.004187341772151899,0.18581138010447676,0.4666666666666667,3.75,0,1,0,7.398174092970465,3.528710701961115,0,0,0,Entertainment,UK,ATM,Desktop,0
9,4,0,1,28,183,4100.0,0,402.54,108.73,2,15,3.6,3,1,0,0,0.09818048780487805,3.702198105398694,0.9333333333333333,5.0,0,1,0,5.214935757608986,6.000275615386532,0,0,0,Restaurant,US,Chip,Mobile,0
20,5,1,12,36,352,7500.0,1,37.57,160.3,5,8,3.1,4,0,0,0,0.0050093333333333335,0.23437305053025576,4.375,2.0,0,0,0,5.8664680569332965,3.6524747722201365,0,0,0,ATM,CA,ATM,Mobile,0
8,6,1,5,46,990,13200.0,0,89.56,100.06,3,16,0.3,2,0,0,0,0.006784848484848485,0.8950629622226663,1.3125,8.0,0,0,0,6.898714534329988,4.506012614454873,0,0,0,Restaurant,US,Chip,ATM,0
14,4,0,3,38,1624,3300.0,1,101.99,163.5,4,18,6.7,5,1,0,0,0.030906060606060604,0.6237920489296636,1.5555555555555554,3.6,0,1,0,7.393263094763838,4.63463189613771,0,0,0,Travel,MX,Chip,Mobile,0
11,2,0,5,67,1032,7700.0,0,557.7,174.06,2,14,2.1,6,2,0,0,0.07242857142857144,3.204067562909342,1.0,2.3333333333333335,0,1,0,6.940222469119639,6.325612656465103,0,0,0,Restaurant,US,Chip,Mobile,0
0,4,0,6,51,33,7900.0,0,658.04,1296.33,6,12,3.2,6,4,0,0,0.08329620253164556,0.5076176590837209,3.5,2.0,1,0,1,3.5263605246161616,6.490784230687771,0,0,0,Online_Retail,US,Swipe,Desktop,0
18,1,0,3,18,3354,7300.0,0,187.16,162.5,0,10,1.4,4,0,0,0,0.02563835616438356,1.1517538461538461,0.0,2.5,0,0,0,8.118207049405783,5.237292664710262,0,0,0,Travel,US,Online,Mobile,0
7,0,0,3,18,383,20700.0,0,287.58,301.66,3,16,4.5,6,0,0,0,0.013892753623188404,0.9533249353576874,1.3125,2.6666666666666665,0,0,0,5.950642552587727,5.66497234386911,0,0,0,Gas,US,Chip,ATM,0
15,6,1,4,27,94,5200.0,0,111.37,546.86,4,15,1.3,9,1,0,0,0.021417307692307694,0.20365358592692828,1.8666666666666667,1.6666666666666667,0,1,0,4.553876891600541,4.721796997919811,0,0,0,Restaurant,US,Swipe,POS,0
18,4,0,3,34,401,8300.0,0,35.61,261.93,3,13,10.8,5,0,0,0,0.004290361445783132,0.1359523536822815,1.6153846153846154,2.6,0,0,0,5.996452088619021,3.600321427132145,0,0,0,Grocery,US,Contactless,POS,0
21,2,0,5,29,1757,42100.0,0,183.6,257.21,4,6,6.2,1,0,0,0,0.00436104513064133,0.713813615333774,4.666666666666667,6.0,0,0,0,7.471932078245122,5.218191322068752,0,0,0,Travel,US,Chip,Desktop,0
23,4,0,4,71,252,8400.0,0,103.78,128.42,3,19,3.3,2,1,0,0,0.012354761904761905,0.8081295748325806,1.1052631578947367,9.5,0,0,0,5.53338948872752,4.651862913980073,0,0,0,Grocery,US,Chip,POS,0
14,1,0,3,43,503,11600.0,0,185.53,199.28,2,17,1.4,4,0,0,0,0.01599396551724138,0.9310016057808109,0.823529411764706,4.25,0,1,0,6.222576268071369,5.228592084056471,0,0,0,Travel,US,ATM,Mobile,0
5,5,1,9,58,844,10400.0,0,199.69,565.06,5,20,0.3,4,0,0,0,0.01920096153846154,0.35339609952925355,1.75,5.0,0,0,0,6.739336627357174,5.301761428950591,0,0,0,ATM,US,Contactless,Mobile,0
3,1,0,3,38,522,39500.0,1,18.04,274.12,6,6,0.8,12,0,0,0,0.00045670886075949363,0.06581059390048154,7.0,0.5,1,0,0,6.259581464064923,2.9465420293632194,0,0,1,Travel,MX,Chip,Desktop,0
9,4,0,5,39,929,14100.0,0,24.8,391.0,3,16,1.5,6,0,0,0,0.0017588652482269504,0.06342710997442455,1.3125,2.6666666666666665,0,1,0,6.835184586147301,3.250374491927572,0,0,0,Entertainment,US,ATM,Unknown,0
9,3,0,3,34,135,28300.0,0,72.27,115.4,3,12,4.1,6,0,0,0,0.002553710247349823,0.6262564991334488,1.75,2.0,0,1,0,4.912654885736052,4.294151248171873,0,0,0,Gas,US,Swipe,POS,0
7,3,0,1,52,556,14900.0,0,136.85,654.79,4,15,1.5,4,0,0,0,0.009184563758389261,0.20899830480001222,1.8666666666666667,3.75,0,0,0,6.322565239927284,4.926166137469806,0,0,0,Healthcare,US,Chip,Mobile,0
3,3,0,10,27,1810,4000.0,0,8.79,240.93,1,10,6.0,9,1,0,0,0.0021975,0.036483625949445896,0.7,1.1111111111111112,1,0,0,7.501634457883413,2.281361456542419,0,0,0,Healthcare,US,Online,Mobile,0
17,6,1,5,39,465,19200.0,0,19.67,586.07,4,8,0.6,4,0,0,0,0.0010244791666666668,0.033562543723446005,3.5,2.0,0,1,0,6.144185634125646,3.028683373693677,0,0,0,Restaurant,US,Chip,Mobile,0
5,6,1,2,32,335,4300.0,0,70.73,1463.53,4,9,0.1,5,1,0,0,0.016448837209302326,0.04832835678120709,3.1111111111111107,1.8,0,0,0,5.817111159963204,4.272909070138343,0,0,0,Luxury,US,Online,Unknown,0
7,4,0,11,45,621,8500.0,0,135.17,182.99,5,13,0.0,3,2,0,0,0.015902352941176468,0.7386742444942346,2.692307692307692,4.333333333333333,0,0,0,6.432940092739179,4.913904105136484,0,0,0,Electronics,US,ATM,Desktop,0
9,1,0,5,22,1427,21300.0,0,121.5,180.97,4,5,12.2,5,2,0,0,0.005704225352112676,0.67138199701608,5.6,1.0,0,1,0,7.2640301428995295,4.808111029984782,0,0,0,Travel,US,Swipe,Mobile,0
18,0,0,1,45,456,8800.0,0,15.09,249.65,2,23,0.8,5,0,0,0,0.0017147727272727273,0.06044462247146004,0.6086956521739131,4.6,0,0,0,6.124683390894205,2.7781979610042917,0,0,0,Electronics,US,Chip,POS,0
17,6,1,10,38,768,11200.0,1,284.83,407.54,3,14,5.9,5,0,0,0,0.02543125,0.6989007214015801,1.5,2.8,0,1,0,6.645090969505644,5.655397228496406,1,0,0,Grocery,MX,Online,Desktop,0
1,2,0,5,51,522,9100.0,0,105.24,245.8,1,14,2.9,7,0,0,0,0.011564835164835164,0.4281529698942229,0.5,2.0,1,0,0,6.259581464064923,4.665700685728123,0,0,0,Grocery,US,Contactless,ATM,0
18,0,0,6,69,126,5900.0,1,163.97,639.59,2,7,3.7,2,0,0,0,0.027791525423728813,0.25636736034021795,2.0,3.5,0,0,0,4.844187086458591,5.105763639187833,0,0,0,Online_Retail,UK,Chip,Desktop,0
9,5,1,7,49,104,6800.0,1,7.02,303.9,2,12,0.5,6,2,1,0,0.0010323529411764706,0.02309970384995064,1.1666666666666667,2.0,0,1,0,4.653960350157523,2.081938421878423,1,0,0,Restaurant,US,Online,Desktop,0
18,2,0,5,43,1331,3300.0,0,159.41,294.72,3,18,4.6,6,0,0,0,0.0483060606060606,0.5408862649294245,1.1666666666666665,3.0,0,0,0,7.194436851100335,5.07773303762875,0,0,0,Grocery,US,Online,Mobile,0
18,1,0,11,60,1876,8900.0,0,62.38,175.61,5,4,0.4,2,1,0,0,0.007008988764044944,0.3552189510847901,8.75,2.0,0,0,0,7.537430036586509,4.149148354262775,0,0,0,Online_Retail,US,Online,POS,0
22,5,1,4,73,1540,7800.0,0,55.25,498.03,0,13,1.3,1,1,0,0,0.007083333333333333,0.11093709214304359,0.0,13.0,0,0,0,7.340186835320115,4.029806041084529,0,0,0,ATM,US,Contactless,POS,0
14,2,0,6,44,393,7000.0,0,52.12,185.05,4,18,2.1,4,0,1,0,0.0074457142857142855,0.2816536071332072,1.5555555555555554,4.5,0,1,0,5.976350909297934,3.9725535051681784,0,0,0,Grocery,US,Contactless,Mobile,0
22,6,1,2,59,342,18600.0,0,314.3,405.52,4,19,0.6,4,2,0,0,0.016897849462365593,0.7750542513316236,1.4736842105263157,4.75,0,0,0,5.8377304471659395,5.7535245665510155,0,0,0,Entertainment,US,Contactless,POS,0
20,5,1,11,64,733,6000.0,0,767.43,174.95,1,19,3.6,3,2,0,0,0.127905,4.386567590740212,0.3684210526315789,6.333333333333333,0,0,0,6.598509028614515,6.644349472297815,0,0,0,Travel,US,Online,POS,0
10,3,0,3,46,281,2600.0,1,178.75,214.62,1,4,3.6,7,2,0,0,0.06875,0.8328673935327555,1.75,0.5714285714285714,0,1,0,5.641907070938114,5.191566996601156,0,0,0,Entertainment,RO,Contactless,Unknown,0
3,2,0,10,35,180,26400.0,0,41.02,323.55,4,12,0.3,4,1,0,0,0.0015537878787878789,0.12678102302580746,2.3333333333333335,3.0,1,0,0,5.198497031265826,3.7381456954168546,0,0,0,Online_Retail,US,Online,POS,1
1,0,0,4,18,1200,7900.0,0,40.03,295.01,0,16,4.7,4,2,0,0,0.005067088607594937,0.13569031558252265,0.0,4.0,1,0,0,7.0909098220799835,3.714303506454095,0,0,0,ATM,US,Online,Desktop,0
8,0,0,5,62,493,4600.0,0,216.98,134.39,1,8,1.7,8,0,0,0,0.0471695652173913,1.614554654364164,0.875,1.0,0,0,0,6.202535517187923,5.3844033154611655,0,0,0,Grocery,US,Contactless,ATM,0
17,5,1,10,30,634,10700.0,0,31.56,98.38,1,8,0.1,5,0,0,0,0.0029495327102803735,0.3207969099410449,0.875,1.6,0,1,0,6.453624998892692,3.4830845411343394,0,0,0,Travel,US,Contactless,Unknown,0
6,2,0,7,61,469,12000.0,0,61.81,166.5,6,11,1.1,5,0,0,0,0.005150833333333334,0.37123123123123125,3.8181818181818183,2.2,0,0,0,6.152732694704104,4.140114296466289,0,0,0,Online_Retail,US,Swipe,Unknown,0
10,2,0,5,46,691,3800.0,1,36.22,615.89,2,6,5.2,4,1,0,0,0.00953157894736842,0.05880920294208381,2.3333333333333335,1.5,0,1,0,6.539585955617669,3.616846251214105,0,0,0,Healthcare,NG,ATM,Mobile,0
21,3,0,7,53,1234,9300.0,0,85.67,494.66,2,8,1.3,4,3,0,0,0.009211827956989247,0.17318966562891683,1.75,2.0,0,0,0,7.118826249062078,4.462107803146254,0,0,0,Online_Retail,US,Chip,Desktop,0
17,6,1,2,55,441,17900.0,0,8.79,723.28,2,19,0.2,5,0,0,0,0.0004910614525139664,0.012152969804225196,0.7368421052631579,3.8,0,1,0,6.091309882077698,2.281361456542419,0,0,0,ATM,US,ATM,Unknown,0
6,1,0,6,24,715,18700.0,0,171.34,168.55,1,13,1.6,4,0,0,0,0.009162566844919786,1.0165529516463956,0.5384615384615384,3.25,0,0,0,6.573680166960646,5.149469269811621,0,0,0,Online_Retail,US,Swipe,Unknown,0
18,0,0,7,37,199,11300.0,0,206.3,207.79,0,17,5.1,4,0,0,0,0.018256637168141594,0.9928292988113,0.0,4.25,0,0,0,5.298317366548036,5.334167019441734,0,0,0,Healthcare,US,Chip,Mobile,0
23,1,0,11,25,1060,7700.0,0,469.89,391.68,0,10,0.9,3,0,0,0,0.06102467532467532,1.1996783088235294,0.0,3.3333333333333335,0,0,0,6.966967138613983,6.154624521092828,0,0,0,Online_Retail,US,Contactless,Mobile,0
18,0,0,9,61,45,25200.0,0,2598.33,440.8,3,20,0.5,4,0,0,0,0.10310833333333333,5.894578039927405,1.05,5.0,0,0,1,3.828641396489095,7.863008998493513,0,0,0,Grocery,US,Chip,Desktop,0
17,6,1,10,53,250,4200.0,0,91.79,235.99,4,11,5.8,3,2,0,0,0.021854761904761905,0.3889571592016611,2.5454545454545454,3.6666666666666665,0,1,0,5.5254529391317835,4.530338875365088,0,0,0,Grocery,US,Contactless,Mobile,0
