borrower_id,age,employment_type,employment_years,annual_income,credit_score,loan_amount,loan_term_months,loan_purpose,existing_debt,num_open_accounts,num_late_payments,dti_ratio,origination_date,origination_year,origination_quarter,fed_funds_rate,interest_rate_offered
BRW04938,47,Contract,0.7,38428.63,349.0,48600.0,36,Home Improvement,15020.53,4,0,0.1303,2022-01-13,2022,Q1,1.431,2.5
BRW01466,54,Self-Employed,21.5,118009.54,476.0,166200.0,24,Auto,1326.92,10,1,0.0056,2023-04-26,2023,Q2,5.065,4.046
BRW00401,32,Self-Employed,0.0,20571.65,300.0,12000.0,24,Auto,12004.12,11,0,0.2918,2023-08-03,2023,Q3,5.2,7.957
BRW03042,32,Salaried,10.5,18880.51,354.0,35100.0,48,Medical,7081.52,3,2,0.0938,2023-08-06,2023,Q3,4.845,6.337
BRW00934,42,Unemployed,1.9,25386.42,383.0,64100.0,36,Debt Consolidation,20302.46,1,2,0.2666,2023-03-30,2023,Q1,4.813,10.242
BRW02419,24,Self-Employed,9.6,30930.43,338.0,20600.0,60,Home Improvement,46499.42,6,2,0.3007,2023-05-04,2023,Q2,4.854,7.976
BRW04086,46,Salaried,4.6,18859.93,391.0,16300.0,12,Home Improvement,22108.87,0,1,1.1723,2022-01-03,2022,Q1,1.761,6.983
BRW04540,27,Salaried,3.0,35266.46,300.0,49900.0,24,Business,18026.99,3,0,0.2556,2022-10-15,2022,Q4,2.017,2.5
BRW02641,35,Salaried,6.4,151795.06,373.0,85000.0,48,Auto,27699.58,2,4,0.0456,2022-05-03,2022,Q2,1.839,4.03
BRW04074,33,Contract,7.9,35209.93,351.0,25200.0,84,Debt Consolidation,10974.07,3,0,0.0445,2021-08-09,2021,Q3,-0.007,2.5
BRW00726,38,Self-Employed,5.7,28726.7,359.0,47500.0,24,Business,16839.54,4,1,0.2931,2023-02-12,2023,Q1,5.009,7.531
BRW00826,53,Self-Employed,5.0,32489.34,441.0,23600.0,24,Auto,4312.04,6,1,0.0664,2023-12-20,2023,Q4,5.05,5.495
BRW01521,43,Self-Employed,1.3,34444.62,339.0,42300.0,24,Auto,48926.82,8,1,0.7102,2022-07-25,2022,Q3,1.814,6.557
BRW04773,38,Salaried,5.3,50915.17,327.0,15700.0,24,Debt Consolidation,28885.12,6,0,0.2837,2023-11-22,2023,Q4,4.927,6.349
BRW02930,46,Unemployed,1.8,5304.56,384.0,22300.0,84,Auto,7612.85,6,0,0.205,2023-11-24,2023,Q4,4.815,7.964
BRW00136,30,Retired,5.2,51493.9,404.0,31800.0,36,Auto,12348.86,4,2,0.0799,2021-10-03,2021,Q4,-0.101,2.5
BRW03590,48,Unemployed,2.9,6031.23,307.0,13700.0,24,Business,19299.62,1,2,1.6,2022-11-04,2022,Q4,1.773,14.55
BRW00628,38,Self-Employed,1.8,77671.03,314.0,39600.0,36,Debt Consolidation,110464.91,2,0,0.4741,2023-12-19,2023,Q4,5.179,8.908
BRW00334,47,Salaried,2.1,53380.12,345.0,17900.0,60,Debt Consolidation,47227.69,3,0,0.1769,2023-12-14,2023,Q4,5.098,6.039
BRW00390,29,Salaried,2.1,98133.33,359.0,26200.0,84,Education,20487.17,6,0,0.0298,2021-03-24,2021,Q1,0.148,2.5
BRW04884,44,Contract,0.3,19694.19,332.0,14200.0,36,Auto,3443.58,3,0,0.0583,2022-06-18,2022,Q2,1.829,2.5
BRW04905,47,Self-Employed,10.4,43159.57,402.0,21300.0,60,Auto,3535.09,5,2,0.0164,2021-07-10,2021,Q3,-0.238,2.5
BRW03887,36,Retired,1.5,64819.3,357.0,47600.0,48,Auto,6329.18,4,4,0.0244,2021-09-05,2021,Q3,-0.162,3.151
BRW01817,30,Salaried,14.3,53817.16,341.0,36400.0,36,Debt Consolidation,9274.01,2,0,0.0574,2021-03-09,2021,Q1,0.245,2.5
BRW00400,22,Self-Employed,14.4,53165.74,364.0,59800.0,60,Home Improvement,2638.47,6,2,0.0099,2021-06-22,2021,Q2,0.309,2.864
BRW00710,40,Salaried,6.5,75518.61,334.0,13300.0,60,Medical,20434.06,6,2,0.0541,2021-04-01,2021,Q2,0.06,2.5
BRW01039,48,Contract,0.4,15206.22,356.0,35300.0,12,Business,16842.39,6,0,1.1076,2022-05-24,2022,Q2,1.617,5.799
BRW04046,45,Salaried,1.5,95658.57,413.0,55100.0,36,Auto,22725.57,2,1,0.0792,2022-10-28,2022,Q4,1.97,2.5
BRW03359,28,Salaried,4.0,45502.52,350.0,14900.0,48,Medical,18905.92,6,0,0.1039,2021-05-09,2021,Q2,0.428,2.5
BRW00046,33,Self-Employed,0.1,24801.06,,35800.0,12,Debt Consolidation,6965.72,8,0,0.2809,2022-11-16,2022,Q4,2.089,2.5
BRW01561,30,Contract,3.4,176184.65,349.0,48200.0,24,Vacation,11213.87,9,1,0.0318,2023-04-12,2023,Q2,5.058,5.741
BRW04828,47,Salaried,2.0,104926.48,335.0,37600.0,24,Auto,28999.19,4,0,0.1382,2023-05-04,2023,Q2,4.98,4.778
BRW03642,28,Self-Employed,15.0,43075.69,325.0,26300.0,60,Auto,10176.72,5,0,0.0473,2021-12-15,2021,Q4,0.334,2.5
BRW03726,42,Salaried,4.4,65121.15,307.0,20400.0,60,Home Improvement,3091.62,1,2,0.0095,2022-07-26,2022,Q3,1.858,2.685
BRW04872,25,Self-Employed,0.1,149089.26,300.0,18200.0,24,Medical,39317.11,5,1,0.1319,2023-11-18,2023,Q4,5.201,7.63
BRW01112,46,Self-Employed,5.3,52375.87,374.0,37400.0,36,Auto,8010.61,3,1,0.051,2022-12-29,2022,Q4,1.452,2.5
BRW02513,35,Salaried,0.2,78984.97,331.0,10900.0,36,Home Improvement,20526.93,4,0,0.0866,2023-12-31,2023,Q4,4.704,4.25
BRW03608,24,Salaried,1.7,53532.73,321.0,24800.0,36,Debt Consolidation,19135.94,3,0,0.1192,2023-08-31,2023,Q3,4.98,5.176
BRW01223,42,Self-Employed,8.3,85105.34,376.0,106500.0,48,Auto,3843.95,3,1,0.0113,2021-07-15,2021,Q3,0.081,2.5
BRW04886,30,Salaried,7.2,34739.73,320.0,52200.0,48,Medical,24534.15,6,1,0.1766,2023-08-11,2023,Q3,4.983,5.994
BRW03023,49,Contract,5.8,30105.08,400.0,91600.0,24,Auto,23946.98,3,1,0.3977,2022-02-26,2022,Q1,1.798,2.5
BRW02421,49,Contract,2.0,52126.53,309.0,17600.0,48,Medical,47220.73,0,0,0.2265,2022-04-12,2022,Q2,1.287,2.5
BRW01508,38,Salaried,8.6,132962.89,397.0,5000.0,24,Debt Consolidation,9277.68,12,1,0.0349,2023-02-06,2023,Q1,5.017,5.547
BRW01750,22,Salaried,15.0,16017.52,,32000.0,60,Business,20912.19,2,0,0.2611,2022-07-09,2022,Q3,1.765,2.5
BRW04866,39,Salaried,4.7,164938.43,387.0,21100.0,60,Home Improvement,39096.06,0,0,0.0474,2021-01-04,2021,Q1,0.13,2.5
BRW04121,36,Salaried,2.3,53280.11,300.0,53900.0,12,Business,10637.22,5,0,0.1996,2022-12-15,2022,Q4,2.019,2.984
BRW01799,38,Retired,0.3,16356.13,344.0,33400.0,24,Home Improvement,15306.32,4,0,0.4679,2023-08-22,2023,Q3,5.201,7.587
BRW00338,42,Salaried,0.7,53001.61,300.0,106300.0,84,Business,27763.18,3,5,0.0748,2023-02-27,2023,Q1,4.739,10.252
BRW00215,45,Self-Employed,3.7,157242.79,337.0,20800.0,24,Auto,23375.96,2,0,0.0743,2021-08-14,2021,Q3,0.024,2.5
BRW03663,41,Salaried,1.2,85982.92,385.0,14200.0,48,Home Improvement,25698.68,5,2,0.0747,2021-04-08,2021,Q2,0.248,2.5
BRW01341,38,Contract,16.7,38717.93,425.0,12800.0,24,Home Improvement,22557.23,6,0,0.2913,2023-07-07,2023,Q3,5.006,4.769
BRW00011,33,Salaried,19.6,42888.16,346.0,120600.0,84,Debt Consolidation,15930.16,2,1,0.0531,2021-06-02,2021,Q2,-0.01,2.5
BRW01520,50,Contract,2.6,58552.56,373.0,27200.0,60,Medical,58578.66,3,1,0.2001,2021-11-30,2021,Q4,0.173,2.5
BRW03640,33,Self-Employed,3.3,49355.25,381.0,16100.0,24,Education,17370.74,5,0,0.176,2023-12-23,2023,Q4,4.861,5.27
BRW04952,45,Salaried,2.9,35159.12,350.0,27600.0,60,Medical,10293.7,2,0,0.0586,2022-01-04,2022,Q1,1.887,2.5
BRW03829,42,Salaried,0.7,70329.6,320.0,58800.0,36,Business,12229.28,4,1,0.058,2021-04-23,2021,Q2,0.004,2.5
BRW03004,43,Salaried,5.6,36005.92,407.0,49100.0,120,Medical,3656.03,5,1,0.0102,2022-09-16,2022,Q3,1.641,2.5
BRW02864,42,Salaried,14.6,50998.87,363.0,15000.0,120,Auto,23316.57,4,0,0.0457,2022-08-06,2022,Q3,1.707,2.5
BRW03115,40,Salaried,4.9,43925.31,393.0,59300.0,120,Debt Consolidation,8274.04,6,0,0.0188,2021-04-25,2021,Q2,0.1,2.5
BRW04869,32,Salaried,12.4,24277.36,398.0,9700.0,60,Auto,12072.9,5,0,0.0995,2022-01-02,2022,Q1,1.787,2.5
BRW02322,42,Salaried,0.8,64776.7,304.0,24200.0,48,Debt Consolidation,31030.74,2,0,0.1198,2022-10-09,2022,Q4,1.45,2.5
BRW02571,23,Salaried,5.0,65013.02,309.0,21200.0,48,Auto,14504.73,7,2,0.0558,2022-03-29,2022,Q1,1.726,2.5
BRW02913,45,Retired,1.8,37526.37,355.0,47100.0,60,Business,13246.05,1,4,0.0706,2022-06-29,2022,Q2,1.5,4.203
BRW00101,33,Unemployed,0.6,15755.96,300.0,33700.0,48,Auto,59439.97,2,1,0.9431,2023-02-15,2023,Q1,4.983,14.103
BRW03549,37,Unemployed,5.6,,412.0,15100.0,48,Debt Consolidation,12179.57,4,1,1.015,2023-05-12,2023,Q2,5.275,12.701
BRW01458,50,Salaried,6.5,22629.04,358.0,18700.0,24,Vacation,31740.8,9,0,0.7013,2023-07-07,2023,Q3,5.046,8.245
BRW00171,29,Salaried,12.3,122613.07,317.0,11800.0,60,Business,17182.46,5,0,0.028,2023-09-06,2023,Q3,5.043,5.564
BRW00107,39,Salaried,0.2,46956.47,300.0,40200.0,24,Medical,1336.77,7,3,0.0142,2022-10-20,2022,Q4,1.429,2.601
BRW04221,46,Unemployed,9.8,2146.74,386.0,38100.0,48,Business,5075.51,1,0,0.5911,2023-08-08,2023,Q3,4.877,10.598
BRW03569,47,Contract,2.5,75360.35,386.0,39600.0,60,Medical,16756.06,4,1,0.0445,2021-06-11,2021,Q2,-0.048,2.5
BRW03242,22,Salaried,0.3,81479.95,300.0,20900.0,120,Auto,25974.29,2,0,0.0319,2021-04-26,2021,Q2,0.115,2.5
BRW04321,36,Retired,3.9,27577.39,317.0,10300.0,36,Home Improvement,23089.26,2,3,0.2791,2021-12-18,2021,Q4,0.248,3.214
BRW00024,32,Contract,0.3,23174.36,330.0,107800.0,60,Business,15834.42,5,0,0.1367,2022-01-10,2022,Q1,1.662,2.5
BRW03917,43,Contract,2.6,46244.59,370.0,51600.0,48,Debt Consolidation,6367.34,5,4,0.0344,2022-01-22,2022,Q1,1.524,4.39
BRW04147,37,Self-Employed,1.4,,360.0,47400.0,60,Debt Consolidation,51676.72,3,0,2.5,2023-10-06,2023,Q4,5.15,16.582
BRW00938,40,Salaried,2.8,58264.7,363.0,25400.0,36,Education,38519.28,7,1,0.2204,2021-09-29,2021,Q3,-0.139,2.5
BRW00060,33,Contract,3.4,96781.69,,27600.0,60,Debt Consolidation,8430.75,5,1,0.0174,2023-02-07,2023,Q1,4.845,2.5
BRW01240,34,Salaried,4.3,10614.58,364.0,58600.0,84,Education,26537.77,5,0,0.3572,2021-05-06,2021,Q2,0.068,2.5
BRW04664,45,Salaried,3.8,64632.54,365.0,17000.0,24,Auto,75946.37,4,3,0.5875,2021-12-18,2021,Q4,0.048,4.886
BRW01040,54,Salaried,3.7,51814.68,401.0,13500.0,36,Auto,29494.11,9,0,0.1897,2023-10-27,2023,Q4,4.915,4.99
BRW04212,45,Salaried,1.8,47332.22,352.0,33300.0,60,Home Improvement,8606.16,6,1,0.0364,2023-05-27,2023,Q2,4.992,4.651
BRW02760,44,Self-Employed,1.7,49528.84,353.0,56000.0,48,Debt Consolidation,20387.37,5,1,0.1029,2021-09-08,2021,Q3,-0.014,2.5
BRW02120,62,Salaried,5.1,40849.36,437.0,65400.0,36,Home Improvement,15121.95,3,0,0.1234,2021-09-30,2021,Q3,-0.006,2.5
BRW01524,34,Salaried,0.3,57352.7,302.0,22600.0,36,Medical,7271.31,3,0,0.0423,2022-01-30,2022,Q1,1.723,2.5
BRW03521,22,Self-Employed,4.1,40418.68,,38300.0,36,Home Improvement,16929.93,5,1,0.1396,2022-09-23,2022,Q3,1.681,2.5
BRW00153,40,Salaried,6.3,47960.43,388.0,23000.0,60,Debt Consolidation,7164.47,4,0,0.0299,2023-07-13,2023,Q3,4.934,3.642
BRW02248,36,Salaried,3.1,69948.36,334.0,55900.0,36,Auto,1363.91,7,0,0.0065,2022-09-17,2022,Q3,1.828,2.5
BRW00481,28,Salaried,13.5,45246.68,377.0,18200.0,36,Auto,12826.41,2,0,0.0945,2023-11-17,2023,Q4,5.005,3.954
BRW04258,37,Salaried,9.8,49401.73,391.0,49300.0,60,Debt Consolidation,9186.34,3,0,0.0372,2021-07-10,2021,Q3,0.126,2.5
BRW04331,26,Salaried,1.4,45503.92,300.0,60000.0,24,Medical,1874.17,5,0,0.0206,2022-08-19,2022,Q3,1.664,2.5
BRW03578,29,Salaried,3.0,53761.48,300.0,6300.0,36,Education,7648.65,6,0,4.140596358215326,2021-03-28,2021,Q1,0.037,18.263
BRW04150,37,Contract,0.1,36220.51,377.0,25600.0,48,Education,12513.62,2,0,0.0864,2023-04-24,2023,Q2,4.918,4.67
BRW03562,22,Salaried,8.9,,300.0,168100.0,24,Business,8164.28,2,0,1.3607,2023-02-09,2023,Q1,5.196,10.426
BRW03315,42,Self-Employed,0.9,76217.02,325.0,11600.0,60,Home Improvement,21866.7,6,1,0.0574,2022-07-05,2022,Q3,1.573,3.177
BRW01762,38,Salaried,2.9,71440.59,300.0,35100.0,48,Home Improvement,32509.55,3,1,0.1138,2021-07-14,2021,Q3,-0.055,2.5
BRW03538,37,Contract,4.6,172921.38,371.0,47000.0,24,Education,17500.54,5,1,0.0506,2022-08-24,2022,Q3,1.886,2.742
BRW04832,43,Salaried,3.3,59848.26,398.0,22700.0,36,Home Improvement,3211.3,4,2,0.0179,2022-05-27,2022,Q2,1.926,2.5
BRW00750,28,Self-Employed,5.3,34378.63,352.0,87000.0,60,Medical,11795.63,3,0,0.0686,2022-06-23,2022,Q2,1.557,2.619
BRW03619,46,Self-Employed,2.1,38355.85,388.0,18500.0,120,Debt Consolidation,66449.68,2,0,0.1732,2021-04-02,2021,Q2,-0.092,2.5
BRW01785,23,Salaried,5.0,,300.0,83800.0,36,Vacation,11675.7,6,0,1.2973,2023-10-05,2023,Q4,5.014,10.779
BRW04296,27,Retired,1.2,16354.9,310.0,39700.0,84,Home Improvement,35489.15,7,0,0.31,2023-10-22,2023,Q4,4.957,7.35
BRW03383,48,Salaried,6.3,10487.21,360.0,111400.0,60,Medical,14414.54,6,0,0.2749,2023-03-28,2023,Q1,4.859,4.946
BRW04163,22,Contract,0.2,34329.57,300.0,99100.0,120,Auto,13935.3,4,1,0.0406,2023-01-26,2023,Q1,4.912,5.863
BRW00405,44,Salaried,0.6,49662.19,300.0,25500.0,60,Vacation,3849.96,4,0,0.0155,2022-03-18,2022,Q1,1.747,2.5
BRW00757,39,Contract,0.7,16798.37,328.0,28500.0,36,Business,39181.54,4,0,0.7775,2021-09-14,2021,Q3,0.224,3.935
BRW02711,53,Salaried,4.2,93873.64,,32000.0,84,Business,13096.58,3,4,0.0199,2021-09-12,2021,Q3,0.035,2.5
BRW02670,31,Salaried,1.8,30628.77,348.0,26200.0,48,Vacation,9966.4,4,0,0.0813,2022-01-26,2022,Q1,1.663,2.5
BRW04040,40,Contract,1.0,56801.11,350.0,18500.0,36,Debt Consolidation,27415.9,2,3,0.1609,2021-12-07,2021,Q4,-0.024,3.822
BRW00097,40,Salaried,3.6,80776.42,310.0,19400.0,24,Business,14316.5,3,1,0.0886,2021-09-06,2021,Q3,0.342,2.5
BRW01333,52,Salaried,2.1,45424.52,362.0,97500.0,60,Vacation,6862.21,7,5,0.0302,2021-01-23,2021,Q1,-0.014,2.5
BRW04477,45,Self-Employed,9.0,62436.3,407.0,38700.0,36,Auto,7140.97,3,0,0.0381,2021-05-16,2021,Q2,-0.184,2.5
BRW02791,32,Salaried,4.6,84159.97,403.0,15900.0,60,Auto,7716.8,2,0,0.0183,2021-08-09,2021,Q3,0.008,2.5
BRW02854,50,Salaried,11.7,30722.68,370.0,15200.0,48,Business,32859.82,4,0,0.2674,2023-12-21,2023,Q4,4.926,4.737
BRW00186,42,Salaried,7.9,67140.19,349.0,60900.0,48,Vacation,62068.5,3,0,0.2311,2023-08-08,2023,Q3,4.897,5.345
BRW04060,45,Salaried,3.5,37941.92,381.0,64200.0,36,Auto,15355.37,10,2,0.1349,2021-03-09,2021,Q1,0.142,2.5
BRW02723,52,Retired,1.1,6339.99,361.0,18800.0,48,Auto,11499.11,1,0,0.4534,2021-06-30,2021,Q2,0.14,2.5
BRW03583,25,Salaried,2.8,20328.51,320.0,37600.0,36,Debt Consolidation,48384.73,5,0,0.7934,2021-09-11,2021,Q3,0.013,3.053
BRW02058,40,Salaried,7.8,46571.72,381.0,54700.0,24,Debt Consolidation,5483.36,4,2,0.0589,2023-08-15,2023,Q3,4.92,5.801
BRW01319,36,Salaried,7.0,95884.64,355.0,75300.0,36,Business,42602.04,2,0,0.1481,2022-11-07,2022,Q4,1.544,2.5
BRW04223,49,Unemployed,17.8,11388.93,421.0,62500.0,24,Medical,15848.38,5,0,0.6958,2022-11-20,2022,Q4,1.679,7.52
BRW00148,43,Salaried,1.1,44014.84,409.0,90000.0,48,Home Improvement,5176.49,6,0,0.0294,2022-09-15,2022,Q3,1.728,2.5
BRW00028,31,Salaried,3.0,119146.59,300.0,65000.0,36,Debt Consolidation,20895.04,6,2,0.0585,2022-05-28,2022,Q2,1.467,3.978
BRW04165,45,Self-Employed,0.1,71308.01,360.0,66300.0,60,Auto,5966.43,2,3,0.0167,2023-02-13,2023,Q1,4.866,8.231
BRW04066,39,Contract,0.9,,340.0,59300.0,24,Auto,7122.34,5,3,1.1871,2022-12-29,2022,Q4,2.162,9.763
BRW03363,24,Self-Employed,8.3,97259.5,366.0,46600.0,48,Business,18251.8,4,0,0.0469,2022-08-23,2022,Q3,1.695,2.5
BRW00692,27,Salaried,2.4,70245.19,363.0,43500.0,48,Debt Consolidation,2596.3,5,0,0.0092,2022-11-01,2022,Q4,1.577,2.5
BRW02866,29,Contract,4.6,21231.99,388.0,69500.0,60,Auto,9517.18,6,1,0.0896,2021-02-03,2021,Q1,0.18,2.5
BRW03776,22,Unemployed,6.1,19290.42,347.0,29700.0,36,Auto,25975.29,8,1,0.4488,2022-05-23,2022,Q2,1.512,6.733
BRW01386,51,Unemployed,0.0,6447.69,403.0,52500.0,60,Debt Consolidation,30285.6,6,3,0.9394,2022-06-19,2022,Q2,1.6,10.45
BRW01845,27,Salaried,0.8,67314.0,300.0,33400.0,36,Business,14927.3,5,0,0.0739,2021-11-08,2021,Q4,0.103,2.5
BRW04759,45,Retired,1.9,16209.01,,24900.0,24,Debt Consolidation,28194.67,0,0,0.8697,2022-06-07,2022,Q2,1.753,2.5
BRW00129,32,Salaried,0.3,,358.0,33800.0,84,Education,12371.1,5,1,0.5891,2022-01-14,2022,Q1,1.556,4.985
BRW01599,30,Self-Employed,0.6,44413.17,391.0,8100.0,36,Debt Consolidation,7701.48,3,0,0.0578,2022-11-18,2022,Q4,1.684,2.5
BRW03629,31,Contract,4.2,27873.69,326.0,26800.0,48,Auto,17761.37,3,2,0.1593,2022-11-03,2022,Q4,1.483,4.0
BRW04529,32,Salaried,17.5,,438.0,43600.0,60,Auto,5510.08,6,1,0.3673,2023-02-11,2023,Q1,4.805,5.483
BRW00701,48,self_employed,3.0,44944.72,300.0,82800.0,36,Medical,10566.97,2,3,0.0784,2022-07-04,2022,Q3,1.618,4.052
BRW04039,31,Self-Employed,3.4,42635.41,344.0,16600.0,60,Vacation,11551.42,6,1,0.0542,2023-12-23,2023,Q4,4.872,6.764
BRW03028,32,Salaried,1.7,,300.0,51900.0,24,Home Improvement,4005.64,3,0,0.6676,2022-09-12,2022,Q3,1.662,4.279
BRW02969,40,Self-Employed,0.7,720319.79,379.0,72200.0,48,Business,16173.51,5,4,0.0056,2021-12-29,2021,Q4,0.154,4.322
BRW04382,31,Salaried,0.1,28807.08,322.0,10300.0,12,Education,5433.6,5,2,0.1886,2022-07-24,2022,Q3,1.536,3.479
BRW01708,36,Salaried,3.0,56862.99,300.0,41700.0,24,Auto,10090.37,3,1,0.0887,2022-11-02,2022,Q4,1.919,2.5
BRW02953,53,Salaried,1.3,,335.0,59800.0,24,Debt Consolidation,24145.43,3,2,2.5,2022-02-12,2022,Q1,1.624,15.24
BRW00454,32,Contract,8.7,50677.54,394.0,48800.0,36,Education,11118.64,6,0,0.0731,2023-09-28,2023,Q3,5.157,5.122
BRW02868,43,Contract,13.5,70941.82,,226500.0,84,Home Improvement,8891.57,3,0,0.0179,2023-04-04,2023,Q2,5.177,2.5
BRW02040,31,Unemployed,0.9,18284.31,343.0,66700.0,84,Debt Consolidation,6857.19,4,1,0.0536,2021-05-11,2021,Q2,-0.155,3.828
BRW01772,31,Retired,6.8,49980.2,339.0,55100.0,60,Debt Consolidation,29877.3,4,0,0.1196,2022-09-01,2022,Q3,1.764,2.5
BRW02315,42,Salaried,2.7,48934.25,395.0,108500.0,12,Debt Consolidation,9066.57,5,1,0.1853,2022-05-01,2022,Q2,1.564,2.5
BRW00609,52,Contract,7.2,,377.0,36200.0,12,Business,31159.79,3,0,2.5,2021-12-09,2021,Q4,0.216,10.189
BRW00167,56,Salaried,0.1,36630.85,450.0,35900.0,48,Vacation,77974.5,4,0,0.5322,2023-03-30,2023,Q1,4.899,7.382
BRW00730,39,Salaried,0.2,84563.51,342.0,24000.0,12,Medical,33922.67,3,2,0.4012,2021-09-19,2021,Q3,0.11,2.5
BRW04274,22,Self-Employed,3.8,51677.54,320.0,23400.0,48,Auto,18228.81,5,4,0.0882,2021-01-14,2021,Q1,0.102,4.513
BRW03358,42,Salaried,2.8,89288.55,,47100.0,36,Home Improvement,52389.14,4,0,0.1956,2022-11-02,2022,Q4,1.697,2.5
BRW03896,51,Unemployed,9.8,5761.68,359.0,50300.0,48,Medical,2774.78,8,0,0.1204,2023-07-27,2023,Q3,4.874,8.903
BRW02074,31,Salaried,3.0,77068.62,341.0,67600.0,48,Debt Consolidation,23801.65,2,2,0.0772,2023-06-08,2023,Q2,5.075,6.18
BRW04096,43,Self-Employed,5.1,27463.42,373.0,43200.0,36,Auto,8214.77,3,0,0.0997,2023-04-13,2023,Q2,5.124,5.398
BRW03700,48,Salaried,11.2,20071.28,405.0,34900.0,24,Vacation,34855.86,3,1,0.8683,2022-01-02,2022,Q1,1.685,5.369
BRW01622,47,Salaried,0.8,33138.18,312.0,30800.0,24,Auto,12168.1,5,0,0.1836,2023-08-05,2023,Q3,5.359,6.152
BRW00587,29,Retired,4.2,30458.75,372.0,73100.0,36,Auto,12796.61,4,2,0.14,2022-09-15,2022,Q3,1.8,3.502
BRW01401,43,Self-Employed,1.2,66625.93,394.0,119700.0,36,auto,54499.82,4,0,0.2727,2022-03-13,2022,Q1,1.615,3.815
BRW03045,22,Self-Employed,1.8,33221.45,330.0,29400.0,60,Home Improvement,8914.96,4,3,0.0537,2023-05-05,2023,Q2,4.665,7.182
BRW03224,40,Self-Employed,8.9,23259.33,377.0,44200.0,12,Home Improvement,7928.94,4,1,0.3409,2023-05-14,2023,Q2,5.171,6.593
BRW01700,41,Self-Employed,1.6,36577.64,372.0,114500.0,36,Business,15364.21,1,0,0.14,2022-12-14,2022,Q4,1.696,2.531
BRW03088,22,Salaried,14.9,19072.29,378.0,45600.0,84,Business,39267.59,1,2,0.2941,2022-02-19,2022,Q1,1.769,3.723
BRW04416,40,Salaried,4.1,137772.69,352.0,51400.0,36,Education,7418.83,5,1,0.0179,2021-03-12,2021,Q1,0.102,2.5
BRW02981,50,Salaried,2.3,59520.22,393.0,18500.0,36,Debt Consolidation,33506.96,3,0,0.1877,2022-10-11,2022,Q4,1.738,2.5
BRW00040,45,Contract,6.8,41475.13,339.0,42300.0,84,Auto,31033.99,6,3,0.1069,2021-08-09,2021,Q3,0.001,2.5
BRW01379,56,Salaried,15.4,,450.0,49000.0,24,Education,10705.53,4,0,1.7843,2023-05-16,2023,Q2,5.016,11.436
BRW02089,52,Contract,1.9,47918.23,352.0,27200.0,84,Debt Consolidation,10402.67,9,1,0.031,2021-05-25,2021,Q2,-0.019,2.5
BRW02175,58,Unemployed,5.3,,378.0,68200.0,36,Debt Consolidation,12806.91,3,0,1.423,2023-10-23,2023,Q4,4.809,14.161
BRW03217,32,Contract,5.1,78734.7,349.0,22500.0,36,Home Improvement,3828.37,1,1,0.0162,2023-09-29,2023,Q3,5.056,4.892
BRW02885,33,Retired,4.4,46081.71,324.0,40100.0,12,Business,102493.13,5,3,2.2242,2021-05-12,2021,Q2,0.127,12.34
BRW00074,22,Salaried,0.2,161139.25,383.0,23500.0,24,Auto,252278.8,4,1,0.7828,2021-05-13,2021,Q2,-0.06,2.856
BRW03965,41,Salaried,8.6,30027.93,434.0,29600.0,36,Auto,10603.36,6,1,0.1177,2023-12-15,2023,Q4,4.901,4.741
BRW03946,43,Unemployed,13.0,4515.09,357.0,39700.0,24,Education,12555.73,5,0,1.3904,2021-10-14,2021,Q4,0.049,8.693
BRW02657,46,Salaried,3.2,92786.96,,74000.0,36,Auto,19223.06,6,0,0.0691,2023-09-25,2023,Q3,4.938,2.5
BRW03180,47,Salaried,3.2,61541.94,364.0,37800.0,12,Education,54884.57,3,0,0.8918,2023-06-08,2023,Q2,4.926,8.57
BRW02076,44,Salaried,2.2,150364.82,325.0,17900.0,60,Debt Consolidation,6034.11,10,0,0.008,2022-03-29,2022,Q1,1.585,2.5
BRW00441,37,Self-Employed,3.0,,329.0,26000.0,36,Auto,16831.99,4,0,1.8702,2021-08-17,2021,Q3,0.021,8.403
BRW04103,46,Salaried,2.1,46749.6,448.0,24300.0,48,Education,21317.41,4,2,0.114,2023-07-02,2023,Q3,4.831,4.95
BRW02051,29,Salaried,2.0,41337.12,300.0,39000.0,36,Debt Consolidation,12581.75,3,0,0.1015,2021-01-06,2021,Q1,0.008,2.5
BRW02541,25,Salaried,2.0,101713.67,343.0,10300.0,60,Business,26890.27,4,0,0.0529,2021-04-20,2021,Q2,-0.005,2.5
BRW03306,43,Contract,1.9,48918.63,410.0,8300.0,60,Debt Consolidation,67710.8,4,0,0.2768,2022-07-04,2022,Q3,1.524,2.5
BRW01301,47,Contract,4.9,29106.04,358.0,18500.0,48,Business,19341.83,8,0,0.1661,2022-01-16,2022,Q1,1.557,2.5
BRW01781,37,Self-Employed,1.4,174077.1,300.0,21900.0,84,Home Improvement,9380.96,3,2,0.0077,2022-07-23,2022,Q3,1.249,3.95
BRW04781,40,Salaried,3.8,,343.0,67100.0,24,Business,7224.35,1,2,1.2041,2021-01-22,2021,Q1,0.077,6.333
BRW03430,42,Salaried,5.0,36609.07,339.0,57900.0,48,Debt Consolidation,9408.9,5,0,0.0643,2022-05-28,2022,Q2,1.804,2.5
BRW01304,43,Salaried,3.0,18697.12,327.0,57700.0,48,Auto,12236.17,2,2,0.1636,2021-08-11,2021,Q3,0.009,2.5
